,Player2,Player1,Unnamed: 0,Round,Result,FSP.1,FSW.1,SSP.1,SSW.1,FSP.2,FSW.2,SSP.2,SSW.2,Normalized_FSP.1,Unary_FSP.1,Normalized_FSW.1,Unary_FSW.1,Normalized_SSP.1,Unary_SSP.1,Normalized_SSW.1,Unary_SSW.1,Normalized_FSP.2,Unary_FSP.2,Normalized_SSP.2,Unary_SSP.2,Unary_SSW.2,FSP_diff,FSW_diff,"GROUPBY_['Player1', 'Player2', 'Round']_mean_FSP_diff","GROUPBY_['Player1', 'Player2', 'Round']_mean_Result","GROUPBY_['Player1', 'Player2', 'Round']_mean_FSW_diff","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSW.1","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2']_mean_Result","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSW.2","GROUPBY_['Player1', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2']_sum_SSW.1","GROUPBY_['Player1', 'Round']_mean_FSP.1",Player1_vs_Player2_FSW_diff,Player1_vs_Player2_FSP_diff
479,Francesca Schiavone,Marion Bartoli,479,3,0,62,14,38,8,53,17,47,15,0.5,0.5,0.10377358490566038,0.10377358490566038,0.5,0.5,0.13725490196078433,0.15384615384615385,0.5698924731182796,0.5698924731182796,0.43010752688172044,0.43010752688172044,0.2631578947368421,0.16981132075471697,-3,0.16981132075471697,0.0,-3.0,8.0,38.0,0.0,15.0,38.0,8,62.0,-3,9
480,Maria Kirilenko,Stefanie Voegele,480,3,0,52,30,48,19,57,27,43,20,0.2916666666666667,0.2916666666666667,0.25471698113207547,0.25471698113207547,0.7083333333333334,0.7083333333333334,0.35294117647058826,0.36538461538461536,0.6129032258064516,0.6129032258064516,0.3870967741935484,0.3870967741935484,0.3508771929824561,-0.08771929824561403,3,-0.08771929824561403,0.0,3.0,19.0,48.0,0.0,20.0,48.0,19,52.0,3,-5
481,Paula Ormaechea,Bethanie Mattek-Sands,481,3,1,71,34,29,12,55,32,45,8,0.6875,0.6875,0.29245283018867924,0.29245283018867924,0.3125,0.3125,0.21568627450980393,0.23076923076923078,0.5913978494623656,0.5913978494623656,0.40860215053763443,0.40860215053763443,0.14035087719298245,0.2909090909090909,2,0.2909090909090909,1.0,2.0,12.0,29.0,1.0,8.0,29.0,12,71.0,2,16
482,Sara Errani,Sabine Lisicki,482,3,0,46,15,54,7,89,34,11,2,0.16666666666666666,0.16666666666666666,0.11320754716981132,0.11320754716981132,0.8333333333333334,0.8333333333333334,0.11764705882352941,0.1346153846153846,0.956989247311828,0.956989247311828,0.043010752688172046,0.043010752688172046,0.03508771929824561,-0.48314606741573035,-19,-0.48314606741573035,0.0,-19.0,7.0,54.0,0.0,2.0,54.0,7,46.0,-19,-43
483,Carla Suarez Navarro,Monica Puig,483,3,0,59,24,41,12,72,39,28,8,0.4375,0.4375,0.19811320754716982,0.19811320754716982,0.5625,0.5625,0.21568627450980393,0.23076923076923078,0.7741935483870968,0.7741935483870968,0.22580645161290322,0.22580645161290322,0.14035087719298245,-0.18055555555555555,-15,-0.18055555555555555,0.0,-15.0,12.0,41.0,0.0,8.0,41.0,12,59.0,-15,-13
484,Ana Ivanovic,Virginie Razzano,484,3,0,70,18,30,7,73,32,27,8,0.6666666666666666,0.6666666666666666,0.14150943396226415,0.14150943396226415,0.3333333333333333,0.3333333333333333,0.11764705882352941,0.1346153846153846,0.7849462365591398,0.7849462365591398,0.21505376344086022,0.21505376344086022,0.14035087719298245,-0.0410958904109589,-14,-0.0410958904109589,0.0,-14.0,7.0,30.0,0.0,8.0,30.0,7,70.0,-14,-3
485,Dinah Pfizenmaier,Agnieszka Radwanska,485,3,1,61,26,39,16,62,24,38,12,0.4791666666666667,0.4791666666666667,0.2169811320754717,0.2169811320754717,0.5208333333333334,0.5208333333333334,0.29411764705882354,0.3076923076923077,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.21052631578947367,-0.016129032258064516,2,-0.016129032258064516,1.0,2.0,16.0,39.0,1.0,12.0,37.0,16,63.0,2,-1
486,Angelique Kerber,Varvara Lepchenko,486,3,0,81,54,19,6,65,47,35,19,0.8958333333333334,0.8958333333333334,0.4811320754716981,0.4811320754716981,0.10416666666666667,0.10416666666666667,0.09803921568627451,0.11538461538461539,0.6989247311827957,0.6989247311827957,0.3010752688172043,0.3010752688172043,0.3333333333333333,0.24615384615384617,7,0.24615384615384617,0.0,7.0,6.0,19.0,0.0,19.0,19.0,6,81.0,7,16
487,Svetlana Kuznetsova,Bojana Jovanovski,487,3,0,69,31,31,10,67,29,33,11,0.6458333333333334,0.6458333333333334,0.2641509433962264,0.2641509433962264,0.3541666666666667,0.3541666666666667,0.17647058823529413,0.19230769230769232,0.7204301075268817,0.7204301075268817,0.27956989247311825,0.27956989247311825,0.19298245614035087,0.029850746268656716,2,0.029850746268656716,0.0,2.0,10.0,31.0,0.0,11.0,31.0,10,69.0,2,2
488,Roberta Vinci,Petra Cetkovska,488,3,0,63,26,37,11,62,32,38,18,0.5208333333333334,0.5208333333333334,0.2169811320754717,0.2169811320754717,0.4791666666666667,0.4791666666666667,0.19607843137254902,0.21153846153846154,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3157894736842105,0.016129032258064516,-6,0.016129032258064516,0.0,-6.0,11.0,37.0,0.0,18.0,37.0,11,63.0,-6,1
489,Sorana Cirstea,Serena Williams,489,3,1,67,22,33,10,56,13,44,6,0.6041666666666666,0.6041666666666666,0.1792452830188679,0.1792452830188679,0.3958333333333333,0.3958333333333333,0.17647058823529413,0.19230769230769232,0.6021505376344086,0.6021505376344086,0.3978494623655914,0.3978494623655914,0.10526315789473684,0.19642857142857142,9,0.19642857142857142,1.0,9.0,10.0,33.0,1.0,6.0,42.5,10,57.5,9,11
490,Maria Sharapova,Sloane Stephens,490,4,0,65,28,35,12,63,25,37,12,0.5625,0.5625,0.2358490566037736,0.2358490566037736,0.4375,0.4375,0.21568627450980393,0.23076923076923078,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.21052631578947367,0.031746031746031744,3,0.031746031746031744,0.0,3.0,12.0,35.0,0.0,12.0,31.5,12,68.5,3,2
491,Jelena Jankovic,Jamie Hampton,491,4,0,66,11,34,7,70,22,30,8,0.5833333333333334,0.5833333333333334,0.07547169811320754,0.07547169811320754,0.4166666666666667,0.4166666666666667,0.11764705882352941,0.1346153846153846,0.7526881720430108,0.7526881720430108,0.24731182795698925,0.24731182795698925,0.14035087719298245,-0.05714285714285714,-11,-0.05714285714285714,0.0,-11.0,7.0,34.0,0.0,8.0,34.0,7,66.0,-11,-4
492,Victoria Azarenka,Francesca Schiavone,492,4,0,57,11,43,3,88,28,12,3,0.3958333333333333,0.3958333333333333,0.07547169811320754,0.07547169811320754,0.6041666666666666,0.6041666666666666,0.0392156862745098,0.057692307692307696,0.946236559139785,0.946236559139785,0.053763440860215055,0.053763440860215055,0.05263157894736842,-0.3522727272727273,-17,-0.3522727272727273,0.0,-17.0,3.0,43.0,0.0,3.0,43.0,3,57.0,-17,-31
493,Maria Kirilenko,Bethanie Mattek-Sands,493,4,0,56,29,44,18,64,31,36,14,0.375,0.375,0.24528301886792453,0.24528301886792453,0.625,0.625,0.3333333333333333,0.34615384615384615,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.24561403508771928,-0.125,-2,-0.125,0.0,-2.0,18.0,44.0,0.0,14.0,44.0,18,56.0,-2,-8
494,Sara Errani,Carla Suarez Navarro,494,4,0,67,32,33,14,91,57,9,4,0.6041666666666666,0.6041666666666666,0.27358490566037735,0.27358490566037735,0.3958333333333333,0.3958333333333333,0.2549019607843137,0.2692307692307692,0.978494623655914,0.978494623655914,0.021505376344086023,0.021505376344086023,0.07017543859649122,-0.26373626373626374,-25,-0.26373626373626374,0.0,-25.0,14.0,33.0,0.0,4.0,33.0,14,67.0,-25,-24
495,Ana Ivanovic,Agnieszka Radwanska,495,4,1,57,21,43,15,50,19,50,15,0.3958333333333333,0.3958333333333333,0.16981132075471697,0.16981132075471697,0.6041666666666666,0.6041666666666666,0.27450980392156865,0.28846153846153844,0.5376344086021505,0.5376344086021505,0.46236559139784944,0.46236559139784944,0.2631578947368421,0.14,2,0.14,1.0,2.0,15.0,43.0,1.0,15.0,35.0,15,65.0,2,7
496,Angelique Kerber,Svetlana Kuznetsova,496,4,1,63,46,37,17,75,44,25,13,0.5208333333333334,0.5208333333333334,0.4056603773584906,0.4056603773584906,0.4791666666666667,0.4791666666666667,0.3137254901960784,0.3269230769230769,0.8064516129032258,0.8064516129032258,0.1935483870967742,0.1935483870967742,0.22807017543859648,-0.16,2,-0.16,1.0,2.0,17.0,37.0,1.0,13.0,37.0,17,63.0,2,-12
497,Roberta Vinci,Serena Williams,497,4,1,62,24,38,12,68,20,32,9,0.5,0.5,0.19811320754716982,0.19811320754716982,0.5,0.5,0.21568627450980393,0.23076923076923078,0.7311827956989247,0.7311827956989247,0.26881720430107525,0.26881720430107525,0.15789473684210525,-0.08823529411764706,4,-0.08823529411764706,1.0,4.0,12.0,38.0,1.0,9.0,36.0,12,64.0,4,-6
498,Maria Sharapova,Jelena Jankovic,498,5,0,63,31,37,16,66,30,34,13,0.5208333333333334,0.5208333333333334,0.2641509433962264,0.2641509433962264,0.4791666666666667,0.4791666666666667,0.29411764705882354,0.3076923076923077,0.7096774193548387,0.7096774193548387,0.2903225806451613,0.2903225806451613,0.22807017543859648,-0.045454545454545456,1,-0.045454545454545456,0.0,1.0,16.0,37.0,0.0,13.0,37.0,16,63.0,1,-3
499,Victoria Azarenka,Maria Kirilenko,499,5,0,57,31,43,8,78,32,22,4,0.3958333333333333,0.3958333333333333,0.2641509433962264,0.2641509433962264,0.6041666666666666,0.6041666666666666,0.13725490196078433,0.15384615384615385,0.8387096774193549,0.8387096774193549,0.16129032258064516,0.16129032258064516,0.07017543859649122,-0.2692307692307692,-1,-0.2692307692307692,0.0,-1.0,8.0,43.0,0.0,4.0,43.0,8,57.0,-1,-21
500,Sara Errani,Agnieszka Radwanska,500,5,0,70,28,30,5,84,41,16,3,0.6666666666666666,0.6666666666666666,0.2358490566037736,0.2358490566037736,0.3333333333333333,0.3333333333333333,0.0784313725490196,0.09615384615384616,0.9032258064516129,0.9032258064516129,0.0967741935483871,0.0967741935483871,0.05263157894736842,-0.16666666666666666,-13,-0.16666666666666666,0.0,-13.0,5.0,30.0,0.0,3.0,35.5,5,64.5,-13,-14
501,Svetlana Kuznetsova,Serena Williams,501,5,1,66,42,34,12,77,28,23,7,0.5833333333333334,0.5833333333333334,0.36792452830188677,0.36792452830188677,0.4166666666666667,0.4166666666666667,0.21568627450980393,0.23076923076923078,0.8279569892473119,0.8279569892473119,0.17204301075268819,0.17204301075268819,0.12280701754385964,-0.14285714285714285,14,-0.14285714285714285,1.0,14.0,12.0,34.0,1.0,7.0,34.0,12,66.0,14,-11
502,Maria Sharapova,Victoria Azarenka,502,6,0,72,28,28,8,62,41,38,10,0.7083333333333334,0.7083333333333334,0.2358490566037736,0.2358490566037736,0.2916666666666667,0.2916666666666667,0.13725490196078433,0.15384615384615385,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.17543859649122806,0.16129032258064516,-13,0.16129032258064516,0.0,-13.0,8.0,28.0,0.0,10.0,28.0,8,72.0,-13,10
503,Sara Errani,Serena Williams,503,6,1,52,14,48,14,80,10,20,1,0.2916666666666667,0.2916666666666667,0.10377358490566038,0.10377358490566038,0.7083333333333334,0.7083333333333334,0.2549019607843137,0.2692307692307692,0.8602150537634409,0.8602150537634409,0.13978494623655913,0.13978494623655913,0.017543859649122806,-0.35,4,-0.35,1.0,4.0,14.0,48.0,1.0,1.0,48.0,14,52.0,4,-28
504,Maria Sharapova,Serena Williams,504,7,1,69,27,31,8,55,20,45,20,0.6458333333333334,0.6458333333333334,0.22641509433962265,0.22641509433962265,0.3541666666666667,0.3541666666666667,0.13725490196078433,0.15384615384615385,0.5913978494623656,0.5913978494623656,0.40860215053763443,0.40860215053763443,0.3508771929824561,0.2545454545454545,7,0.2545454545454545,1.0,7.0,8.0,31.0,1.0,20.0,31.0,8,69.0,7,14
505,Michael Russell,Richard Gasquet,505,1,1,63,45,37,16,59,37,41,17,0.5208333333333334,0.5208333333333334,0.39622641509433965,0.39622641509433965,0.4791666666666667,0.4791666666666667,0.29411764705882354,0.3076923076923077,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.2982456140350877,0.06779661016949153,8,0.06779661016949153,1.0,8.0,16.0,37.0,1.0,17.0,38.833333333333336,16,61.166666666666664,8,4
506,Albano Olivetti,Stephane Robert,506,1,1,61,44,39,19,56,37,44,15,0.4791666666666667,0.4791666666666667,0.3867924528301887,0.3867924528301887,0.5208333333333334,0.5208333333333334,0.35294117647058826,0.36538461538461536,0.6021505376344086,0.6021505376344086,0.3978494623655914,0.3978494623655914,0.2631578947368421,0.08928571428571429,7,0.08928571428571429,1.0,7.0,19.0,39.0,1.0,15.0,46.5,19,53.5,7,5
507,Guillaume Rufin,Jan-Lennard Struff,507,1,0,55,61,45,32,55,66,45,27,0.3541666666666667,0.3541666666666667,0.5471698113207547,0.5471698113207547,0.6458333333333334,0.6458333333333334,0.6078431372549019,0.6153846153846154,0.5913978494623656,0.5913978494623656,0.40860215053763443,0.40860215053763443,0.47368421052631576,0.0,-5,0.0,0.0,-5.0,32.0,45.0,0.0,27.0,48.5,32,51.5,-5,0
508,Dmitry Tursunov,Aljaz Bedene,508,1,0,52,41,48,19,55,52,45,27,0.2916666666666667,0.2916666666666667,0.3584905660377358,0.3584905660377358,0.7083333333333334,0.7083333333333334,0.35294117647058826,0.36538461538461536,0.5913978494623656,0.5913978494623656,0.40860215053763443,0.40860215053763443,0.47368421052631576,-0.05454545454545454,-11,-0.05454545454545454,0.0,-11.0,19.0,48.0,0.0,27.0,48.0,19,52.0,-11,-3
509,Florent Serra,Feliciano Lopez,509,1,1,58,54,42,30,61,63,39,30,0.4166666666666667,0.4166666666666667,0.4811320754716981,0.4811320754716981,0.5833333333333334,0.5833333333333334,0.5686274509803921,0.5769230769230769,0.6559139784946236,0.6559139784946236,0.34408602150537637,0.34408602150537637,0.5263157894736842,-0.04918032786885246,-9,-0.04918032786885246,1.0,-9.0,30.0,42.0,1.0,30.0,43.666666666666664,30,56.333333333333336,-9,-3
510,Bradley Klahn,Kenny De Schepper,510,1,0,59,68,41,37,71,72,29,26,0.4375,0.4375,0.6132075471698113,0.6132075471698113,0.5625,0.5625,0.7058823529411765,0.7115384615384616,0.7634408602150538,0.7634408602150538,0.23655913978494625,0.23655913978494625,0.45614035087719296,-0.16901408450704225,-4,-0.16901408450704225,0.0,-4.0,37.0,41.0,0.0,26.0,38.5,37,61.5,-4,-12
511,Dudi Sela,Andrey Kuznetsov,511,1,0,53,59,47,44,59,65,41,38,0.3125,0.3125,0.5283018867924528,0.5283018867924528,0.6875,0.6875,0.8431372549019608,0.8461538461538461,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.6666666666666666,-0.1016949152542373,-6,-0.1016949152542373,0.0,-6.0,44.0,47.0,0.0,38.0,38.0,44,62.0,-6,-6
512,Janko Tipsarevic,Pablo Cuevas,512,1,0,51,39,49,24,55,42,45,28,0.2708333333333333,0.2708333333333333,0.33962264150943394,0.33962264150943394,0.7291666666666666,0.7291666666666666,0.45098039215686275,0.46153846153846156,0.5913978494623656,0.5913978494623656,0.40860215053763443,0.40860215053763443,0.49122807017543857,-0.07272727272727272,-3,-0.07272727272727272,0.0,-3.0,24.0,49.0,0.0,28.0,49.0,24,51.0,-3,-4
513,Andreas Haider-Maurer,Ernests Gulbis,513,1,0,58,68,42,31,49,58,51,43,0.4166666666666667,0.4166666666666667,0.6132075471698113,0.6132075471698113,0.5833333333333334,0.5833333333333334,0.5882352941176471,0.5961538461538461,0.5268817204301075,0.5268817204301075,0.4731182795698925,0.4731182795698925,0.7543859649122807,0.1836734693877551,10,0.1836734693877551,0.0,10.0,31.0,42.0,0.0,43.0,44.5,31,55.5,10,9
514,Andrej Martin,Mikhail Kukushkin,514,1,1,51,35,49,27,49,35,51,20,0.2708333333333333,0.2708333333333333,0.3018867924528302,0.3018867924528302,0.7291666666666666,0.7291666666666666,0.5098039215686274,0.5192307692307693,0.5268817204301075,0.5268817204301075,0.4731182795698925,0.4731182795698925,0.3508771929824561,0.04081632653061224,0,0.04081632653061224,1.0,0.0,27.0,49.0,1.0,20.0,49.0,27,51.0,0,2
515,Thomaz Bellucci,Roberto Bautista Agut,515,1,1,75,44,25,12,57,28,43,10,0.7708333333333334,0.7708333333333334,0.3867924528301887,0.3867924528301887,0.22916666666666666,0.22916666666666666,0.21568627450980393,0.23076923076923078,0.6129032258064516,0.6129032258064516,0.3870967741935484,0.3870967741935484,0.17543859649122806,0.3157894736842105,16,0.3157894736842105,1.0,16.0,12.0,25.0,1.0,10.0,24.5,12,75.5,16,18
516,David Ferrer,Nick Kyrgios,516,1,0,69,44,31,9,55,40,45,21,0.6458333333333334,0.6458333333333334,0.3867924528301887,0.3867924528301887,0.3541666666666667,0.3541666666666667,0.1568627450980392,0.17307692307692307,0.5913978494623656,0.5913978494623656,0.40860215053763443,0.40860215053763443,0.3684210526315789,0.2545454545454545,4,0.2545454545454545,0.0,4.0,9.0,31.0,0.0,21.0,38.5,9,61.5,4,14
517,Marinko Matosevic,Tommy Robredo,517,1,1,54,49,46,30,59,44,41,27,0.3333333333333333,0.3333333333333333,0.4339622641509434,0.4339622641509434,0.6666666666666666,0.6666666666666666,0.5686274509803921,0.5769230769230769,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.47368421052631576,-0.0847457627118644,5,-0.0847457627118644,1.0,5.0,30.0,46.0,1.0,27.0,42.6,30,57.4,5,-5
518,Frank Dancevic,Robin Haase,518,1,0,58,65,42,34,64,68,36,34,0.4166666666666667,0.4166666666666667,0.5849056603773585,0.5849056603773585,0.5833333333333334,0.5833333333333334,0.6470588235294118,0.6538461538461539,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.5964912280701754,-0.09375,-3,-0.09375,0.0,-3.0,34.0,42.0,0.0,34.0,37.5,34,62.5,-3,-6
519,Bernard Tomic,Albert Ramos,519,1,0,55,76,45,42,68,71,32,28,0.3541666666666667,0.3541666666666667,0.6886792452830188,0.6886792452830188,0.6458333333333334,0.6458333333333334,0.803921568627451,0.8076923076923077,0.7311827956989247,0.7311827956989247,0.26881720430107525,0.26881720430107525,0.49122807017543857,-0.19117647058823528,5,-0.19117647058823528,0.0,5.0,42.0,45.0,0.0,28.0,41.0,42,59.0,5,-13
520,Kei Nishikori,Daniel Evans,520,1,1,48,35,52,25,54,30,46,15,0.20833333333333334,0.20833333333333334,0.3018867924528302,0.3018867924528302,0.7916666666666666,0.7916666666666666,0.47058823529411764,0.4807692307692308,0.5806451612903226,0.5806451612903226,0.41935483870967744,0.41935483870967744,0.2631578947368421,-0.1111111111111111,5,-0.1111111111111111,1.0,5.0,25.0,52.0,1.0,15.0,52.0,25,48.0,5,-6
521,Ivan Dodig,Fernando Verdasco,521,1,0,59,58,41,23,57,60,43,34,0.4375,0.4375,0.5188679245283019,0.5188679245283019,0.5625,0.5625,0.43137254901960786,0.4423076923076923,0.6129032258064516,0.6129032258064516,0.3870967741935484,0.3870967741935484,0.5964912280701754,0.03508771929824561,-2,0.03508771929824561,0.0,-2.0,23.0,41.0,0.0,34.0,38.666666666666664,23,61.333333333333336,-2,2
522,Nikolay Davydenko,Rhyne Williams,522,1,0,55,56,45,26,57,57,43,28,0.3541666666666667,0.3541666666666667,0.5,0.5,0.6458333333333334,0.6458333333333334,0.49019607843137253,0.5,0.6129032258064516,0.6129032258064516,0.3870967741935484,0.3870967741935484,0.49122807017543857,-0.03508771929824561,-1,-0.03508771929824561,0.0,-1.0,26.0,45.0,0.0,28.0,44.0,26,56.0,-1,-2
523,Rafael Nadal,Ryan Harrison,523,1,0,62,41,38,10,72,42,28,11,0.5,0.5,0.3584905660377358,0.3584905660377358,0.5,0.5,0.17647058823529413,0.19230769230769232,0.7741935483870968,0.7741935483870968,0.22580645161290322,0.22580645161290322,0.19298245614035087,-0.1388888888888889,-1,-0.1388888888888889,0.0,-1.0,10.0,38.0,0.0,11.0,38.0,10,62.0,-1,-10
524,Ricardas Berankis,Novak Djokovic,524,1,1,68,36,32,14,53,18,47,9,0.625,0.625,0.3113207547169811,0.3113207547169811,0.375,0.375,0.2549019607843137,0.2692307692307692,0.5698924731182796,0.5698924731182796,0.43010752688172044,0.43010752688172044,0.15789473684210525,0.2830188679245283,18,0.2830188679245283,1.0,18.0,14.0,32.0,1.0,9.0,31.142857142857142,14,68.85714285714286,18,15
525,Lukas Rosol,Benjamin Becker,525,1,1,52,38,48,27,47,44,53,27,0.2916666666666667,0.2916666666666667,0.330188679245283,0.330188679245283,0.7083333333333334,0.7083333333333334,0.5098039215686274,0.5192307692307693,0.5053763440860215,0.5053763440860215,0.4946236559139785,0.4946236559139785,0.47368421052631576,0.10638297872340426,-6,0.10638297872340426,1.0,-6.0,27.0,48.0,1.0,27.0,41.0,27,59.0,-6,5
526,Jarkko Nieminen,Lukasz Kubot,526,1,0,38,28,62,27,59,38,41,19,0.0,0.0,0.2358490566037736,0.2358490566037736,1.0,1.0,0.5098039215686274,0.5192307692307693,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.3333333333333333,-0.3559322033898305,-10,-0.3559322033898305,0.0,-10.0,27.0,62.0,0.0,19.0,49.0,27,51.0,-10,-21
527,Grigor Dimitrov,Joao Sousa,527,1,1,58,61,42,27,58,53,42,27,0.4166666666666667,0.4166666666666667,0.5471698113207547,0.5471698113207547,0.5833333333333334,0.5833333333333334,0.5098039215686274,0.5192307692307693,0.6236559139784946,0.6236559139784946,0.3763440860215054,0.3763440860215054,0.47368421052631576,0.0,8,0.0,1.0,8.0,27.0,42.0,1.0,27.0,36.0,27,64.0,8,0
528,Paul-Henri Mathieu,Tommy Haas,528,1,1,59,38,41,15,56,29,44,16,0.4375,0.4375,0.330188679245283,0.330188679245283,0.5625,0.5625,0.27450980392156865,0.28846153846153844,0.6021505376344086,0.6021505376344086,0.3978494623655914,0.3978494623655914,0.2807017543859649,0.05357142857142857,9,0.05357142857142857,1.0,9.0,15.0,41.0,1.0,16.0,41.5,15,58.5,9,3
529,Daniel Gimeno-Traver,Yen-Hsun Lu,529,1,1,67,49,33,19,56,45,44,22,0.6041666666666666,0.6041666666666666,0.4339622641509434,0.4339622641509434,0.3958333333333333,0.3958333333333333,0.35294117647058826,0.36538461538461536,0.6021505376344086,0.6021505376344086,0.3978494623655914,0.3978494623655914,0.38596491228070173,0.19642857142857142,4,0.19642857142857142,1.0,4.0,19.0,33.0,1.0,22.0,33.0,19,67.0,4,11
530,Martin Klizan,Donald Young,530,1,1,74,39,26,10,47,10,53,10,0.75,0.75,0.33962264150943394,0.33962264150943394,0.25,0.25,0.17647058823529413,0.19230769230769232,0.5053763440860215,0.5053763440860215,0.4946236559139785,0.4946236559139785,0.17543859649122806,0.574468085106383,29,0.574468085106383,1.0,29.0,10.0,26.0,1.0,10.0,32.0,10,68.0,29,27
531,Juan Monaco,Florian Mayer,531,1,1,65,34,35,15,63,20,37,11,0.5625,0.5625,0.29245283018867924,0.29245283018867924,0.4375,0.4375,0.27450980392156865,0.28846153846153844,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.19298245614035087,0.031746031746031744,14,0.031746031746031744,1.0,14.0,15.0,35.0,1.0,11.0,39.333333333333336,15,60.666666666666664,14,2
532,Steve Johnson,Tobias Kamke,532,1,1,53,55,47,39,48,56,52,40,0.3125,0.3125,0.49056603773584906,0.49056603773584906,0.6875,0.6875,0.7450980392156863,0.75,0.5161290322580645,0.5161290322580645,0.4838709677419355,0.4838709677419355,0.7017543859649122,0.10416666666666667,-1,0.10416666666666667,1.0,-1.0,39.0,47.0,1.0,40.0,47.5,39,52.5,-1,5
533,Nicolas Almagro,Denis Istomin,533,1,1,64,50,36,23,64,36,36,14,0.5416666666666666,0.5416666666666666,0.44339622641509435,0.44339622641509435,0.4583333333333333,0.4583333333333333,0.43137254901960786,0.4423076923076923,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.24561403508771928,0.0,14,0.0,1.0,14.0,23.0,36.0,1.0,14.0,36.0,23,64.0,14,0
534,Michal Przysiezny,Julien Benneteau,534,1,1,61,49,39,25,58,52,42,27,0.4791666666666667,0.4791666666666667,0.4339622641509434,0.4339622641509434,0.5208333333333334,0.5208333333333334,0.47058823529411764,0.4807692307692308,0.6236559139784946,0.6236559139784946,0.3763440860215054,0.3763440860215054,0.47368421052631576,0.05172413793103448,-3,0.05172413793103448,1.0,-3.0,25.0,39.0,1.0,27.0,39.25,25,60.75,-3,3
535,Jeremy Chardy,Sergiy Stakhovsky,535,1,0,53,62,47,33,56,64,44,40,0.3125,0.3125,0.5566037735849056,0.5566037735849056,0.6875,0.6875,0.6274509803921569,0.6346153846153846,0.6021505376344086,0.6021505376344086,0.3978494623655914,0.3978494623655914,0.7017543859649122,-0.05357142857142857,-2,-0.05357142857142857,0.0,-2.0,33.0,47.0,0.0,40.0,46.0,33,54.0,-2,-3
536,Denis Kudla,Jiri Vesely,536,1,0,55,50,45,30,63,56,37,27,0.3541666666666667,0.3541666666666667,0.44339622641509435,0.44339622641509435,0.6458333333333334,0.6458333333333334,0.5686274509803921,0.5769230769230769,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.47368421052631576,-0.12698412698412698,-6,-0.12698412698412698,0.0,-6.0,30.0,45.0,0.0,27.0,42.0,30,58.0,-6,-8
537,Tomas Berdych,Paolo Lorenzi,537,1,0,48,27,52,11,56,34,44,12,0.20833333333333334,0.20833333333333334,0.22641509433962265,0.22641509433962265,0.7916666666666666,0.7916666666666666,0.19607843137254902,0.21153846153846154,0.6021505376344086,0.6021505376344086,0.3978494623655914,0.3978494623655914,0.21052631578947367,-0.14285714285714285,-7,-0.14285714285714285,0.0,-7.0,11.0,52.0,0.0,12.0,52.0,11,48.0,-7,-8
538,Thiemo de Bakker,Pablo Andujar,538,1,1,60,44,40,19,52,33,48,19,0.4583333333333333,0.4583333333333333,0.3867924528301887,0.3867924528301887,0.5416666666666666,0.5416666666666666,0.35294117647058826,0.36538461538461536,0.5591397849462365,0.5591397849462365,0.44086021505376344,0.44086021505376344,0.3333333333333333,0.15384615384615385,11,0.15384615384615385,1.0,11.0,19.0,40.0,1.0,19.0,38.0,19,62.0,11,8
539,Milos Raonic,Thomas Fabbiano,539,1,0,66,46,34,17,63,51,37,19,0.5833333333333334,0.5833333333333334,0.4056603773584906,0.4056603773584906,0.4166666666666667,0.4166666666666667,0.3137254901960784,0.3269230769230769,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.3333333333333333,0.047619047619047616,-5,0.047619047619047616,0.0,-5.0,17.0,34.0,0.0,19.0,34.0,17,66.0,-5,3
540,Maximo Gonzalez,Jerzy Janowicz,540,1,0,58,40,42,17,65,45,35,13,0.4166666666666667,0.4166666666666667,0.3490566037735849,0.3490566037735849,0.5833333333333334,0.5833333333333334,0.3137254901960784,0.3269230769230769,0.6989247311827957,0.6989247311827957,0.3010752688172043,0.3010752688172043,0.22807017543859648,-0.1076923076923077,-5,-0.1076923076923077,0.0,-5.0,17.0,42.0,0.0,13.0,42.0,17,58.0,-5,-7
