,Player2,Player1,Unnamed: 0,Round,Result,FSP.1,FSW.1,SSP.1,SSW.1,FSP.2,FSW.2,SSP.2,SSW.2,Unary_SSP.1,Unary_SSW.1,Unary_SSP.2,FSP_diff,FSW_diff,SSW_diff,FSP_ratio,Total_serve_percentage_1,Total_won_serves_1,Total_serve_percentage_2,GROUPBY_['Round']_mean_FSP_diff,"GROUPBY_['Player1', 'Player2']_mean_FSP_diff","GROUPBY_['Player1', 'Player2']_mean_SSW_diff",GROUPBY_['Round']_mean_Total_won_serves_1,"GROUPBY_['Player1', 'Player2']_max_Round","GROUPBY_['Player1', 'Player2']_max_FSP.1","GROUPBY_['Player1', 'Player2']_count_Round","GROUPBY_['Player1', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2']_mean_Result","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2', 'Round']_mean_FSP_ratio",Player1_has_high_FSW
453,Mariana Duque-Marino,Marion Bartoli,453,2,1,62,34,38,14,57,32,43,14,0.5,0.2692307692307692,0.3870967741935484,5,2,0,1.087719298245614,2.6315789473684212,48,100,-0.4467005076142132,5.0,0.0,54.19796954314721,2,62,1,38.0,1.0,38.0,1.087719298245614,1
454,Maria Kirilenko,Ashleigh Barty,454,2,0,61,6,39,4,75,9,25,1,0.5208333333333334,0.07692307692307693,0.1935483870967742,-14,-3,3,0.8133333333333334,2.5641025641025643,10,100,-0.4467005076142132,-14.0,3.0,54.19796954314721,2,61,1,39.0,0.0,39.0,0.8133333333333334,0
455,Stefanie Voegele,Kaia Kanepi,455,2,1,71,20,29,5,58,13,42,9,0.3125,0.09615384615384616,0.3763440860215054,13,7,-4,1.2241379310344827,3.4482758620689653,25,100,-0.4467005076142132,13.0,-4.0,54.19796954314721,2,71,1,29.0,1.0,29.0,1.2241379310344827,1
456,Yaroslava Shvedova,Paula Ormaechea,456,2,1,64,27,36,14,74,26,26,7,0.4583333333333333,0.2692307692307692,0.20430107526881722,-10,1,7,0.8648648648648649,2.7777777777777777,41,100,-0.4467005076142132,-10.0,7.0,54.19796954314721,2,64,1,36.0,1.0,36.0,0.8648648648648649,1
457,Bethanie Mattek-Sands,Na Li,457,2,0,63,34,37,17,54,35,46,18,0.4791666666666667,0.3269230769230769,0.41935483870967744,9,-1,-1,1.1666666666666667,2.7027027027027026,51,100,-0.4467005076142132,9.0,-1.0,54.19796954314721,2,63,1,38.5,0.0,37.0,1.1666666666666667,0
458,Sara Errani,Yulia Putintseva,458,2,0,64,11,36,5,87,28,13,3,0.4583333333333333,0.09615384615384616,0.06451612903225806,-23,-17,2,0.735632183908046,2.7777777777777777,16,100,-0.4467005076142132,-23.0,2.0,54.19796954314721,2,64,1,36.0,0.0,36.0,0.735632183908046,0
459,Maria-Teresa Torro-Flor,Sabine Lisicki,459,2,1,68,26,32,8,74,17,26,5,0.375,0.15384615384615385,0.20430107526881722,-6,9,3,0.918918918918919,3.125,34,100,-0.4467005076142132,-6.0,3.0,54.19796954314721,2,68,1,32.0,1.0,32.0,0.918918918918919,1
460,Carla Suarez Navarro,Shelby Rogers,460,2,0,67,38,33,14,63,41,37,14,0.3958333333333333,0.2692307692307692,0.3225806451612903,4,-3,0,1.0634920634920635,3.0303030303030303,52,100,-0.4467005076142132,4.0,0.0,54.19796954314721,2,67,1,33.0,0.0,33.0,1.0634920634920635,0
461,Madison Keys,Monica Puig,461,2,1,52,26,48,21,61,31,39,11,0.7083333333333334,0.40384615384615385,0.34408602150537637,-9,-5,10,0.8524590163934426,2.0833333333333335,47,100,-0.4467005076142132,-9.0,10.0,54.19796954314721,2,52,1,48.0,1.0,48.0,0.8524590163934426,0
462,Ana Ivanovic,Mathilde Johansson,462,2,0,73,17,27,4,55,20,45,10,0.2708333333333333,0.07692307692307693,0.40860215053763443,18,-3,-6,1.3272727272727274,3.7037037037037037,21,100,-0.4467005076142132,18.0,-6.0,54.19796954314721,2,73,1,27.0,0.0,27.0,1.3272727272727274,0
463,Virginie Razzano,Zuzana Kucova,463,2,0,72,36,28,10,72,42,28,14,0.2916666666666667,0.19230769230769232,0.22580645161290322,0,-6,-4,1.0,3.5714285714285716,46,100,-0.4467005076142132,0.0,-4.0,54.19796954314721,2,72,1,28.0,0.0,28.0,1.0,0
464,Urszula Radwanska,Dinah Pfizenmaier,464,2,1,60,24,40,15,67,20,33,9,0.5416666666666666,0.28846153846153844,0.27956989247311825,-7,4,6,0.8955223880597015,2.5,39,100,-0.4467005076142132,-7.0,6.0,54.19796954314721,2,60,1,40.0,1.0,40.0,0.8955223880597015,1
465,Mallory Burdette,Agnieszka Radwanska,465,2,1,65,23,35,11,73,17,27,5,0.4375,0.21153846153846154,0.21505376344086022,-8,6,6,0.8904109589041096,2.857142857142857,34,100,-0.4467005076142132,-8.0,6.0,54.19796954314721,2,65,1,34.5,1.0,35.0,0.8904109589041096,1
466,Angelique Kerber,Jana Cepelova,466,2,0,70,12,30,3,62,24,38,11,0.3333333333333333,0.057692307692307696,0.3333333333333333,8,-12,-8,1.1290322580645162,3.3333333333333335,15,100,-0.4467005076142132,8.0,-8.0,54.19796954314721,2,70,1,30.0,0.0,30.0,1.1290322580645162,0
467,Elina Svitolina,Varvara Lepchenko,467,2,1,61,23,39,12,65,22,35,10,0.5208333333333334,0.23076923076923078,0.3010752688172043,-4,1,2,0.9384615384615385,2.5641025641025643,35,100,-0.4467005076142132,-4.0,2.0,54.19796954314721,2,61,1,38.0,1.0,39.0,0.9384615384615385,1
468,Svetlana Kuznetsova,Magdalena Rybarikova,468,2,0,66,32,34,11,79,36,21,7,0.4166666666666667,0.21153846153846154,0.15053763440860216,-13,-4,4,0.8354430379746836,2.9411764705882355,43,100,-0.4467005076142132,-13.0,4.0,54.19796954314721,2,66,1,34.0,0.0,34.0,0.8354430379746836,0
469,Bojana Jovanovski,Caroline Wozniacki,469,2,0,70,29,30,10,68,34,32,8,0.3333333333333333,0.19230769230769232,0.26881720430107525,2,-5,2,1.0294117647058822,3.3333333333333335,39,100,-0.4467005076142132,2.0,2.0,54.19796954314721,2,70,1,30.0,0.0,30.0,1.0294117647058822,0
470,Roberta Vinci,Galina Voskoboeva,470,2,0,60,36,40,11,56,35,44,18,0.5416666666666666,0.21153846153846154,0.3978494623655914,4,1,-7,1.0714285714285714,2.5,47,100,-0.4467005076142132,4.0,-7.0,54.19796954314721,2,60,1,40.0,0.0,40.0,1.0714285714285714,1
471,Petra Cetkovska,Anastasia Pavlyuchenkova,471,2,0,50,33,50,22,54,29,46,20,0.75,0.4230769230769231,0.41935483870967744,-4,4,2,0.9259259259259259,2.0,55,100,-0.4467005076142132,-4.0,2.0,54.19796954314721,2,50,1,50.0,0.0,50.0,0.9259259259259259,1
472,Sorana Cirstea,Johanna Larsson,472,2,0,63,12,37,9,54,27,46,14,0.4791666666666667,0.17307692307692307,0.41935483870967744,9,-15,-5,1.1666666666666667,2.7027027027027026,21,100,-0.4467005076142132,9.0,-5.0,54.19796954314721,2,63,1,37.0,0.0,37.0,1.1666666666666667,0
473,Caroline Garcia,Serena Williams,473,2,1,69,23,31,9,53,16,47,9,0.3541666666666667,0.17307692307692307,0.43010752688172044,16,7,0,1.3018867924528301,3.225806451612903,32,100,-0.4467005076142132,16.0,0.0,54.19796954314721,2,69,1,32.5,1.0,31.0,1.3018867924528301,1
474,Maria Sharapova,Jie Zheng,474,3,0,81,23,19,3,57,22,43,13,0.10416666666666667,0.057692307692307696,0.3870967741935484,24,1,-10,1.4210526315789473,5.2631578947368425,26,100,0.037383177570093455,24.0,-10.0,50.467289719626166,3,81,1,27.5,0.0,19.0,1.4210526315789473,1
475,Sloane Stephens,Marina Erakovic,475,3,0,64,37,36,15,78,58,22,11,0.4583333333333333,0.28846153846153844,0.16129032258064516,-14,-21,4,0.8205128205128205,2.7777777777777777,52,100,0.037383177570093455,-14.0,4.0,50.467289719626166,3,64,1,36.0,0.0,36.0,0.8205128205128205,0
476,Samantha Stosur,Jelena Jankovic,476,3,1,73,39,27,13,70,35,30,16,0.2708333333333333,0.25,0.24731182795698925,3,4,-3,1.042857142857143,3.7037037037037037,52,100,0.037383177570093455,3.0,-3.0,50.467289719626166,3,73,1,32.5,1.0,27.0,1.042857142857143,1
477,Jamie Hampton,Petra Kvitova,477,3,0,63,24,37,10,51,24,49,12,0.4791666666666667,0.19230769230769232,0.45161290322580644,12,0,-2,1.2352941176470589,2.7027027027027026,34,100,0.037383177570093455,12.0,-2.0,50.467289719626166,3,63,1,37.0,0.0,37.0,1.2352941176470589,0
478,Victoria Azarenka,Alize Cornet,478,3,0,65,28,35,10,69,40,31,11,0.4375,0.19230769230769232,0.25806451612903225,-4,-12,-1,0.9420289855072463,2.857142857142857,38,100,0.037383177570093455,-4.0,-1.0,50.467289719626166,3,65,1,35.0,0.0,35.0,0.9420289855072463,0
479,Francesca Schiavone,Marion Bartoli,479,3,0,62,14,38,8,53,17,47,15,0.5,0.15384615384615385,0.43010752688172044,9,-3,-7,1.169811320754717,2.6315789473684212,22,100,0.037383177570093455,9.0,-7.0,50.467289719626166,3,62,1,38.0,0.0,38.0,1.169811320754717,0
480,Maria Kirilenko,Stefanie Voegele,480,3,0,52,30,48,19,57,27,43,20,0.7083333333333334,0.36538461538461536,0.3870967741935484,-5,3,-1,0.9122807017543859,2.0833333333333335,49,100,0.037383177570093455,-5.0,-1.0,50.467289719626166,3,52,1,48.0,0.0,48.0,0.9122807017543859,1
481,Paula Ormaechea,Bethanie Mattek-Sands,481,3,1,71,34,29,12,55,32,45,8,0.3125,0.23076923076923078,0.40860215053763443,16,2,4,1.290909090909091,3.4482758620689653,46,100,0.037383177570093455,16.0,4.0,50.467289719626166,3,71,1,29.0,1.0,29.0,1.290909090909091,1
482,Sara Errani,Sabine Lisicki,482,3,0,46,15,54,7,89,34,11,2,0.8333333333333334,0.1346153846153846,0.043010752688172046,-43,-19,5,0.5168539325842697,1.8518518518518519,22,100,0.037383177570093455,-43.0,5.0,50.467289719626166,3,46,1,54.0,0.0,54.0,0.5168539325842697,0
483,Carla Suarez Navarro,Monica Puig,483,3,0,59,24,41,12,72,39,28,8,0.5625,0.23076923076923078,0.22580645161290322,-13,-15,4,0.8194444444444444,2.4390243902439024,36,100,0.037383177570093455,-13.0,4.0,50.467289719626166,3,59,1,41.0,0.0,41.0,0.8194444444444444,0
484,Ana Ivanovic,Virginie Razzano,484,3,0,70,18,30,7,73,32,27,8,0.3333333333333333,0.1346153846153846,0.21505376344086022,-3,-14,-1,0.958904109589041,3.3333333333333335,25,100,0.037383177570093455,-3.0,-1.0,50.467289719626166,3,70,1,30.0,0.0,30.0,0.958904109589041,0
485,Dinah Pfizenmaier,Agnieszka Radwanska,485,3,1,61,26,39,16,62,24,38,12,0.5208333333333334,0.3076923076923077,0.3333333333333333,-1,2,4,0.9838709677419355,2.5641025641025643,42,100,0.037383177570093455,-1.0,4.0,50.467289719626166,3,61,1,37.0,1.0,39.0,0.9838709677419355,1
486,Angelique Kerber,Varvara Lepchenko,486,3,0,81,54,19,6,65,47,35,19,0.10416666666666667,0.11538461538461539,0.3010752688172043,16,7,-13,1.2461538461538462,5.2631578947368425,60,100,0.037383177570093455,16.0,-13.0,50.467289719626166,3,81,1,19.0,0.0,19.0,1.2461538461538462,1
487,Svetlana Kuznetsova,Bojana Jovanovski,487,3,0,69,31,31,10,67,29,33,11,0.3541666666666667,0.19230769230769232,0.27956989247311825,2,2,-1,1.0298507462686568,3.225806451612903,41,100,0.037383177570093455,2.0,-1.0,50.467289719626166,3,69,1,31.0,0.0,31.0,1.0298507462686568,1
488,Roberta Vinci,Petra Cetkovska,488,3,0,63,26,37,11,62,32,38,18,0.4791666666666667,0.21153846153846154,0.3333333333333333,1,-6,-7,1.0161290322580645,2.7027027027027026,37,100,0.037383177570093455,1.0,-7.0,50.467289719626166,3,63,1,37.0,0.0,37.0,1.0161290322580645,0
489,Sorana Cirstea,Serena Williams,489,3,1,67,22,33,10,56,13,44,6,0.3958333333333333,0.19230769230769232,0.3978494623655914,11,9,4,1.1964285714285714,3.0303030303030303,32,100,0.037383177570093455,11.0,4.0,50.467289719626166,3,67,1,42.5,1.0,33.0,1.1964285714285714,1
490,Maria Sharapova,Sloane Stephens,490,4,0,65,28,35,12,63,25,37,12,0.4375,0.23076923076923078,0.3225806451612903,2,3,0,1.0317460317460319,2.857142857142857,40,100,0.38181818181818183,2.0,0.0,55.54545454545455,4,65,1,31.5,0.0,35.0,1.0317460317460319,1
491,Jelena Jankovic,Jamie Hampton,491,4,0,66,11,34,7,70,22,30,8,0.4166666666666667,0.1346153846153846,0.24731182795698925,-4,-11,-1,0.9428571428571428,2.9411764705882355,18,100,0.38181818181818183,-4.0,-1.0,55.54545454545455,4,66,1,34.0,0.0,34.0,0.9428571428571428,0
492,Victoria Azarenka,Francesca Schiavone,492,4,0,57,11,43,3,88,28,12,3,0.6041666666666666,0.057692307692307696,0.053763440860215055,-31,-17,0,0.6477272727272727,2.3255813953488373,14,100,0.38181818181818183,-31.0,0.0,55.54545454545455,4,57,1,43.0,0.0,43.0,0.6477272727272727,0
493,Maria Kirilenko,Bethanie Mattek-Sands,493,4,0,56,29,44,18,64,31,36,14,0.625,0.34615384615384615,0.3118279569892473,-8,-2,4,0.875,2.272727272727273,47,100,0.38181818181818183,-8.0,4.0,55.54545454545455,4,56,1,44.0,0.0,44.0,0.875,0
494,Sara Errani,Carla Suarez Navarro,494,4,0,67,32,33,14,91,57,9,4,0.3958333333333333,0.2692307692307692,0.021505376344086023,-24,-25,10,0.7362637362637363,3.0303030303030303,46,100,0.38181818181818183,-24.0,10.0,55.54545454545455,4,67,1,33.0,0.0,33.0,0.7362637362637363,0
495,Ana Ivanovic,Agnieszka Radwanska,495,4,1,57,21,43,15,50,19,50,15,0.6041666666666666,0.28846153846153844,0.46236559139784944,7,2,0,1.14,2.3255813953488373,36,100,0.38181818181818183,7.0,0.0,55.54545454545455,4,57,1,35.0,1.0,43.0,1.14,1
496,Angelique Kerber,Svetlana Kuznetsova,496,4,1,63,46,37,17,75,44,25,13,0.4791666666666667,0.3269230769230769,0.1935483870967742,-12,2,4,0.84,2.7027027027027026,63,100,0.38181818181818183,-12.0,4.0,55.54545454545455,4,63,1,37.0,1.0,37.0,0.84,1
497,Roberta Vinci,Serena Williams,497,4,1,62,24,38,12,68,20,32,9,0.5,0.23076923076923078,0.26881720430107525,-6,4,3,0.9117647058823529,2.6315789473684212,36,100,0.38181818181818183,-6.0,3.0,55.54545454545455,4,62,1,36.0,1.0,38.0,0.9117647058823529,1
498,Maria Sharapova,Jelena Jankovic,498,5,0,63,31,37,16,66,30,34,13,0.4791666666666667,0.3076923076923077,0.2903225806451613,-3,1,3,0.9545454545454546,2.7027027027027026,47,100,-1.2222222222222223,-3.0,3.0,54.333333333333336,5,63,1,37.0,0.0,37.0,0.9545454545454546,1
499,Victoria Azarenka,Maria Kirilenko,499,5,0,57,31,43,8,78,32,22,4,0.6041666666666666,0.15384615384615385,0.16129032258064516,-21,-1,4,0.7307692307692307,2.3255813953488373,39,100,-1.2222222222222223,-21.0,4.0,54.333333333333336,5,57,1,43.0,0.0,43.0,0.7307692307692307,0
500,Sara Errani,Agnieszka Radwanska,500,5,0,70,28,30,5,84,41,16,3,0.3333333333333333,0.09615384615384616,0.0967741935483871,-14,-13,2,0.8333333333333334,3.3333333333333335,33,100,-1.2222222222222223,-14.0,2.0,54.333333333333336,5,70,1,35.5,0.0,30.0,0.8333333333333334,0
501,Svetlana Kuznetsova,Serena Williams,501,5,1,66,42,34,12,77,28,23,7,0.4166666666666667,0.23076923076923078,0.17204301075268819,-11,14,5,0.8571428571428571,2.9411764705882355,54,100,-1.2222222222222223,-11.0,5.0,54.333333333333336,5,66,1,34.0,1.0,34.0,0.8571428571428571,1
502,Maria Sharapova,Victoria Azarenka,502,6,0,72,28,28,8,62,41,38,10,0.2916666666666667,0.15384615384615385,0.3333333333333333,10,-13,-2,1.1612903225806452,3.5714285714285716,36,100,-3.2857142857142856,10.0,-2.0,57.357142857142854,6,72,1,28.0,0.0,28.0,1.1612903225806452,0
503,Sara Errani,Serena Williams,503,6,1,52,14,48,14,80,10,20,1,0.7083333333333334,0.2692307692307692,0.13978494623655913,-28,4,13,0.65,2.0833333333333335,28,100,-3.2857142857142856,-28.0,13.0,57.357142857142854,6,52,1,48.0,1.0,48.0,0.65,1
504,Maria Sharapova,Serena Williams,504,7,1,69,27,31,8,55,20,45,20,0.3541666666666667,0.15384615384615385,0.40860215053763443,14,7,-12,1.2545454545454546,3.225806451612903,35,100,5.285714285714286,14.0,-12.0,47.857142857142854,7,69,1,31.0,1.0,31.0,1.2545454545454546,1
505,Michael Russell,Richard Gasquet,505,1,1,63,45,37,16,59,37,41,17,0.4791666666666667,0.3076923076923077,0.3655913978494624,4,8,-1,1.0677966101694916,2.7027027027027026,61,100,0.5652985074626866,4.0,-1.0,57.115671641791046,1,63,1,38.833333333333336,1.0,37.0,1.0677966101694916,1
506,Albano Olivetti,Stephane Robert,506,1,1,61,44,39,19,56,37,44,15,0.5208333333333334,0.36538461538461536,0.3978494623655914,5,7,4,1.0892857142857142,2.5641025641025643,63,100,0.5652985074626866,5.0,4.0,57.115671641791046,1,61,1,46.5,1.0,39.0,1.0892857142857142,1
507,Guillaume Rufin,Jan-Lennard Struff,507,1,0,55,61,45,32,55,66,45,27,0.6458333333333334,0.6153846153846154,0.40860215053763443,0,-5,5,1.0,2.2222222222222223,93,100,0.5652985074626866,0.0,5.0,57.115671641791046,1,55,1,48.5,0.0,45.0,1.0,0
508,Dmitry Tursunov,Aljaz Bedene,508,1,0,52,41,48,19,55,52,45,27,0.7083333333333334,0.36538461538461536,0.40860215053763443,-3,-11,-8,0.9454545454545454,2.0833333333333335,60,100,0.5652985074626866,-3.0,-8.0,57.115671641791046,1,52,1,48.0,0.0,48.0,0.9454545454545454,0
509,Florent Serra,Feliciano Lopez,509,1,1,58,54,42,30,61,63,39,30,0.5833333333333334,0.5769230769230769,0.34408602150537637,-3,-9,0,0.9508196721311475,2.380952380952381,84,100,0.5652985074626866,-3.0,0.0,57.115671641791046,1,58,1,43.666666666666664,1.0,42.0,0.9508196721311475,0
510,Bradley Klahn,Kenny De Schepper,510,1,0,59,68,41,37,71,72,29,26,0.5625,0.7115384615384616,0.23655913978494625,-12,-4,11,0.8309859154929577,2.4390243902439024,105,100,0.5652985074626866,-12.0,11.0,57.115671641791046,1,59,1,38.5,0.0,41.0,0.8309859154929577,0
511,Dudi Sela,Andrey Kuznetsov,511,1,0,53,59,47,44,59,65,41,38,0.6875,0.8461538461538461,0.3655913978494624,-6,-6,6,0.8983050847457628,2.127659574468085,103,100,0.5652985074626866,-6.0,6.0,57.115671641791046,1,53,1,38.0,0.0,47.0,0.8983050847457628,0
512,Janko Tipsarevic,Pablo Cuevas,512,1,0,51,39,49,24,55,42,45,28,0.7291666666666666,0.46153846153846156,0.40860215053763443,-4,-3,-4,0.9272727272727272,2.0408163265306123,63,100,0.5652985074626866,-4.0,-4.0,57.115671641791046,1,51,1,49.0,0.0,49.0,0.9272727272727272,0
513,Andreas Haider-Maurer,Ernests Gulbis,513,1,0,58,68,42,31,49,58,51,43,0.5833333333333334,0.5961538461538461,0.4731182795698925,9,10,-12,1.183673469387755,2.380952380952381,99,100,0.5652985074626866,9.0,-12.0,57.115671641791046,1,58,1,44.5,0.0,42.0,1.183673469387755,1
514,Andrej Martin,Mikhail Kukushkin,514,1,1,51,35,49,27,49,35,51,20,0.7291666666666666,0.5192307692307693,0.4731182795698925,2,0,7,1.0408163265306123,2.0408163265306123,62,100,0.5652985074626866,2.0,7.0,57.115671641791046,1,51,1,49.0,1.0,49.0,1.0408163265306123,0
515,Thomaz Bellucci,Roberto Bautista Agut,515,1,1,75,44,25,12,57,28,43,10,0.22916666666666666,0.23076923076923078,0.3870967741935484,18,16,2,1.3157894736842106,4.0,56,100,0.5652985074626866,18.0,2.0,57.115671641791046,1,75,1,24.5,1.0,25.0,1.3157894736842106,1
516,David Ferrer,Nick Kyrgios,516,1,0,69,44,31,9,55,40,45,21,0.3541666666666667,0.17307692307692307,0.40860215053763443,14,4,-12,1.2545454545454546,3.225806451612903,53,100,0.5652985074626866,14.0,-12.0,57.115671641791046,1,69,1,38.5,0.0,31.0,1.2545454545454546,1
517,Marinko Matosevic,Tommy Robredo,517,1,1,54,49,46,30,59,44,41,27,0.6666666666666666,0.5769230769230769,0.3655913978494624,-5,5,3,0.9152542372881356,2.1739130434782608,79,100,0.5652985074626866,-5.0,3.0,57.115671641791046,1,54,1,42.6,1.0,46.0,0.9152542372881356,1
518,Frank Dancevic,Robin Haase,518,1,0,58,65,42,34,64,68,36,34,0.5833333333333334,0.6538461538461539,0.3118279569892473,-6,-3,0,0.90625,2.380952380952381,99,100,0.5652985074626866,-6.0,0.0,57.115671641791046,1,58,1,37.5,0.0,42.0,0.90625,0
519,Bernard Tomic,Albert Ramos,519,1,0,55,76,45,42,68,71,32,28,0.6458333333333334,0.8076923076923077,0.26881720430107525,-13,5,14,0.8088235294117647,2.2222222222222223,118,100,0.5652985074626866,-13.0,14.0,57.115671641791046,1,55,1,41.0,0.0,45.0,0.8088235294117647,1
520,Kei Nishikori,Daniel Evans,520,1,1,48,35,52,25,54,30,46,15,0.7916666666666666,0.4807692307692308,0.41935483870967744,-6,5,10,0.8888888888888888,1.9230769230769231,60,100,0.5652985074626866,-6.0,10.0,57.115671641791046,1,48,1,52.0,1.0,52.0,0.8888888888888888,1
521,Ivan Dodig,Fernando Verdasco,521,1,0,59,58,41,23,57,60,43,34,0.5625,0.4423076923076923,0.3870967741935484,2,-2,-11,1.0350877192982457,2.4390243902439024,81,100,0.5652985074626866,2.0,-11.0,57.115671641791046,1,59,1,38.666666666666664,0.0,41.0,1.0350877192982457,0
522,Nikolay Davydenko,Rhyne Williams,522,1,0,55,56,45,26,57,57,43,28,0.6458333333333334,0.5,0.3870967741935484,-2,-1,-2,0.9649122807017544,2.2222222222222223,82,100,0.5652985074626866,-2.0,-2.0,57.115671641791046,1,55,1,44.0,0.0,45.0,0.9649122807017544,0
523,Rafael Nadal,Ryan Harrison,523,1,0,62,41,38,10,72,42,28,11,0.5,0.19230769230769232,0.22580645161290322,-10,-1,-1,0.8611111111111112,2.6315789473684212,51,100,0.5652985074626866,-10.0,-1.0,57.115671641791046,1,62,1,38.0,0.0,38.0,0.8611111111111112,0
524,Ricardas Berankis,Novak Djokovic,524,1,1,68,36,32,14,53,18,47,9,0.375,0.2692307692307692,0.43010752688172044,15,18,5,1.2830188679245282,3.125,50,100,0.5652985074626866,15.0,5.0,57.115671641791046,1,68,1,31.142857142857142,1.0,32.0,1.2830188679245282,1
525,Lukas Rosol,Benjamin Becker,525,1,1,52,38,48,27,47,44,53,27,0.7083333333333334,0.5192307692307693,0.4946236559139785,5,-6,0,1.1063829787234043,2.0833333333333335,65,100,0.5652985074626866,5.0,0.0,57.115671641791046,1,52,1,41.0,1.0,48.0,1.1063829787234043,0
526,Jarkko Nieminen,Lukasz Kubot,526,1,0,38,28,62,27,59,38,41,19,1.0,0.5192307692307693,0.3655913978494624,-21,-10,8,0.6440677966101694,1.6129032258064515,55,100,0.5652985074626866,-21.0,8.0,57.115671641791046,1,38,1,49.0,0.0,62.0,0.6440677966101694,0
527,Grigor Dimitrov,Joao Sousa,527,1,1,58,61,42,27,58,53,42,27,0.5833333333333334,0.5192307692307693,0.3763440860215054,0,8,0,1.0,2.380952380952381,88,100,0.5652985074626866,0.0,0.0,57.115671641791046,1,58,1,36.0,1.0,42.0,1.0,1
528,Paul-Henri Mathieu,Tommy Haas,528,1,1,59,38,41,15,56,29,44,16,0.5625,0.28846153846153844,0.3978494623655914,3,9,-1,1.0535714285714286,2.4390243902439024,53,100,0.5652985074626866,3.0,-1.0,57.115671641791046,1,59,1,41.5,1.0,41.0,1.0535714285714286,1
529,Daniel Gimeno-Traver,Yen-Hsun Lu,529,1,1,67,49,33,19,56,45,44,22,0.3958333333333333,0.36538461538461536,0.3978494623655914,11,4,-3,1.1964285714285714,3.0303030303030303,68,100,0.5652985074626866,11.0,-3.0,57.115671641791046,1,67,1,33.0,1.0,33.0,1.1964285714285714,1
530,Martin Klizan,Donald Young,530,1,1,74,39,26,10,47,10,53,10,0.25,0.19230769230769232,0.4946236559139785,27,29,0,1.574468085106383,3.8461538461538463,49,100,0.5652985074626866,27.0,0.0,57.115671641791046,1,74,1,32.0,1.0,26.0,1.574468085106383,1
531,Juan Monaco,Florian Mayer,531,1,1,65,34,35,15,63,20,37,11,0.4375,0.28846153846153844,0.3225806451612903,2,14,4,1.0317460317460319,2.857142857142857,49,100,0.5652985074626866,2.0,4.0,57.115671641791046,1,65,1,39.333333333333336,1.0,35.0,1.0317460317460319,1
532,Steve Johnson,Tobias Kamke,532,1,1,53,55,47,39,48,56,52,40,0.6875,0.75,0.4838709677419355,5,-1,-1,1.1041666666666667,2.127659574468085,94,100,0.5652985074626866,5.0,-1.0,57.115671641791046,1,53,1,47.5,1.0,47.0,1.1041666666666667,0
533,Nicolas Almagro,Denis Istomin,533,1,1,64,50,36,23,64,36,36,14,0.4583333333333333,0.4423076923076923,0.3118279569892473,0,14,9,1.0,2.7777777777777777,73,100,0.5652985074626866,0.0,9.0,57.115671641791046,1,64,1,36.0,1.0,36.0,1.0,1
534,Michal Przysiezny,Julien Benneteau,534,1,1,61,49,39,25,58,52,42,27,0.5208333333333334,0.4807692307692308,0.3763440860215054,3,-3,-2,1.0517241379310345,2.5641025641025643,74,100,0.5652985074626866,3.0,-2.0,57.115671641791046,1,61,1,39.25,1.0,39.0,1.0517241379310345,0
535,Jeremy Chardy,Sergiy Stakhovsky,535,1,0,53,62,47,33,56,64,44,40,0.6875,0.6346153846153846,0.3978494623655914,-3,-2,-7,0.9464285714285714,2.127659574468085,95,100,0.5652985074626866,-3.0,-7.0,57.115671641791046,1,53,1,46.0,0.0,47.0,0.9464285714285714,0
536,Denis Kudla,Jiri Vesely,536,1,0,55,50,45,30,63,56,37,27,0.6458333333333334,0.5769230769230769,0.3225806451612903,-8,-6,3,0.873015873015873,2.2222222222222223,80,100,0.5652985074626866,-8.0,3.0,57.115671641791046,1,55,1,42.0,0.0,45.0,0.873015873015873,0
537,Tomas Berdych,Paolo Lorenzi,537,1,0,48,27,52,11,56,34,44,12,0.7916666666666666,0.21153846153846154,0.3978494623655914,-8,-7,-1,0.8571428571428571,1.9230769230769231,38,100,0.5652985074626866,-8.0,-1.0,57.115671641791046,1,48,1,52.0,0.0,52.0,0.8571428571428571,0
538,Thiemo de Bakker,Pablo Andujar,538,1,1,60,44,40,19,52,33,48,19,0.5416666666666666,0.36538461538461536,0.44086021505376344,8,11,0,1.1538461538461537,2.5,63,100,0.5652985074626866,8.0,0.0,57.115671641791046,1,60,1,38.0,1.0,40.0,1.1538461538461537,1
539,Milos Raonic,Thomas Fabbiano,539,1,0,66,46,34,17,63,51,37,19,0.4166666666666667,0.3269230769230769,0.3225806451612903,3,-5,-2,1.0476190476190477,2.9411764705882355,63,100,0.5652985074626866,3.0,-2.0,57.115671641791046,1,66,1,34.0,0.0,34.0,1.0476190476190477,0
540,Maximo Gonzalez,Jerzy Janowicz,540,1,0,58,40,42,17,65,45,35,13,0.5833333333333334,0.3269230769230769,0.3010752688172043,-7,-5,4,0.8923076923076924,2.380952380952381,57,100,0.5652985074626866,-7.0,4.0,57.115671641791046,1,58,1,42.0,0.0,42.0,0.8923076923076924,0
