,Unnamed: 0,Player1,Player2,Round,Result,FSP.1,FSW.1,SSP.1,SSW.1,FSP.2,FSW.2,SSP.2,SSW.2,bucketize_FSP.1,scaling_FSP.1,Scaling_FSW.1,scaling_SSP.1,bucketize_SSP.1,Scaling_SSW.1,Scaling_FSP.2,Serve_Efficiency_Player1,serve_effectiveness,Serve_Difference,ServeEfficiencyDiff,Serve_Average.1,Serve_Effectiveness,Serve_Efficiency_Difference,Serve_Preference,ServeEffectivenessRatio,"GROUPBY_['Player1', 'Player2', 'Round']_mean_Serve_Effectiveness","GROUPBY_['Player1', 'Player2', 'Round']_mean_Serve_Efficiency_Player1","GROUPBY_['Player1', 'Player2', 'Round']_mean_FSP.1","GROUPBY_['Player1', 'Player2']_mean_Round"
490,490,Sloane Stephens,Maria Sharapova,4,0,65,28,35,12,63,25,37,12,Medium,0.65,28.0,0.35,medium,0.12,0.63,0.4307692307692308,1.3333333333333333,0.031746031746031744,0.12,50.0,0.4307692307692308,-0.9025641025641025,1.3333333333333333,1.0,0.4307692307692308,0.4307692307692308,65.0,4.0
491,491,Jamie Hampton,Jelena Jankovic,4,0,66,11,34,7,70,22,30,8,Medium,0.66,11.0,0.34,medium,0.07,0.7,0.16666666666666666,0.5714285714285714,-0.05714285714285714,-0.5,50.0,0.16666666666666666,-0.40476190476190477,0.5714285714285714,1.0,0.16666666666666666,0.16666666666666666,66.0,4.0
492,492,Francesca Schiavone,Victoria Azarenka,4,0,57,11,43,3,88,28,12,3,Medium,0.57,11.0,0.43,medium,0.03,0.88,0.19298245614035087,2.6666666666666665,-0.3522727272727273,-0.6071428571428571,50.0,0.19298245614035087,-2.4736842105263155,2.6666666666666665,1.0,0.19298245614035087,0.19298245614035087,57.0,4.0
493,493,Bethanie Mattek-Sands,Maria Kirilenko,4,0,56,29,44,18,64,31,36,14,Medium,0.56,29.0,0.44,medium,0.18,0.64,0.5178571428571429,0.6111111111111112,-0.125,-0.06451612903225806,50.0,0.5178571428571429,-0.09325396825396826,0.6111111111111112,1.0,0.5178571428571429,0.5178571428571429,56.0,4.0
494,494,Carla Suarez Navarro,Sara Errani,4,0,67,32,33,14,91,57,9,4,High,0.67,32.0,0.33,low,0.14,0.91,0.47761194029850745,1.2857142857142858,-0.26373626373626374,-0.43859649122807015,50.0,0.47761194029850745,-0.8081023454157783,1.2857142857142858,1.0,0.47761194029850745,0.47761194029850745,67.0,4.0
495,495,Agnieszka Radwanska,Ana Ivanovic,4,1,57,21,43,15,50,19,50,15,Medium,0.57,21.0,0.43,medium,0.15,0.5,0.3684210526315789,0.4,0.14,0.10526315789473684,50.0,0.3684210526315789,-0.031578947368421095,0.4,1.0,0.3684210526315789,0.3684210526315789,57.0,4.0
496,496,Svetlana Kuznetsova,Angelique Kerber,4,1,63,46,37,17,75,44,25,13,Medium,0.63,46.0,0.37,medium,0.17,0.75,0.7301587301587301,1.7058823529411764,-0.16,0.045454545454545456,50.0,0.7301587301587301,-0.9757236227824463,1.7058823529411764,1.0,0.7301587301587301,0.7301587301587301,63.0,4.0
497,497,Serena Williams,Roberta Vinci,4,1,62,24,38,12,68,20,32,9,Medium,0.62,24.0,0.38,medium,0.12,0.68,0.3870967741935484,1.0,-0.08823529411764706,0.2,50.0,0.3870967741935484,-0.6129032258064516,1.0,1.0,0.3870967741935484,0.3870967741935484,62.0,4.0
498,498,Jelena Jankovic,Maria Sharapova,5,0,63,31,37,16,66,30,34,13,Medium,0.63,31.0,0.37,medium,0.16,0.66,0.49206349206349204,0.9375,-0.045454545454545456,0.03333333333333333,50.0,0.49206349206349204,-0.44543650793650796,0.9375,1.0,0.49206349206349204,0.49206349206349204,63.0,5.0
499,499,Maria Kirilenko,Victoria Azarenka,5,0,57,31,43,8,78,32,22,4,Medium,0.57,31.0,0.43,medium,0.08,0.78,0.543859649122807,2.875,-0.2692307692307692,-0.03125,50.0,0.543859649122807,-2.331140350877193,2.875,1.0,0.543859649122807,0.543859649122807,57.0,5.0
500,500,Agnieszka Radwanska,Sara Errani,5,0,70,28,30,5,84,41,16,3,High,0.7,28.0,0.3,low,0.05,0.84,0.4,4.6,-0.16666666666666666,-0.3170731707317073,50.0,0.4,-4.199999999999999,4.6,1.0,0.4,0.4,70.0,5.0
501,501,Serena Williams,Svetlana Kuznetsova,5,1,66,42,34,12,77,28,23,7,Medium,0.66,42.0,0.34,medium,0.12,0.77,0.6363636363636364,2.5,-0.14285714285714285,0.5,50.0,0.6363636363636364,-1.8636363636363638,2.5,1.0,0.6363636363636364,0.6363636363636364,66.0,5.0
502,502,Victoria Azarenka,Maria Sharapova,6,0,72,28,28,8,62,41,38,10,High,0.72,28.0,0.28,low,0.08,0.62,0.3888888888888889,2.5,0.16129032258064516,-0.3170731707317073,50.0,0.3888888888888889,-2.111111111111111,2.5,1.0,0.3888888888888889,0.3888888888888889,72.0,6.0
503,503,Serena Williams,Sara Errani,6,1,52,14,48,14,80,10,20,1,Medium,0.52,14.0,0.48,medium,0.14,0.8,0.2692307692307692,0.0,-0.35,0.4,50.0,0.2692307692307692,,0.0,1.0,0.2692307692307692,0.2692307692307692,52.0,6.0
504,504,Serena Williams,Maria Sharapova,7,1,69,27,31,8,55,20,45,20,High,0.69,27.0,0.31,low,0.08,0.55,0.391304347826087,2.375,0.2545454545454545,0.35,50.0,0.391304347826087,-1.983695652173913,2.375,1.0,0.391304347826087,0.391304347826087,69.0,7.0
505,505,Richard Gasquet,Michael Russell,1,1,63,45,37,16,59,37,41,17,Medium,0.63,45.0,0.37,medium,0.16,0.59,0.7142857142857143,1.8125,0.06779661016949153,0.21621621621621623,50.0,0.7142857142857143,-1.0982142857142856,1.8125,1.0,0.7142857142857143,0.7142857142857143,63.0,1.0
506,506,Stephane Robert,Albano Olivetti,1,1,61,44,39,19,56,37,44,15,Medium,0.61,44.0,0.39,medium,0.19,0.56,0.7213114754098361,1.3157894736842106,0.08928571428571429,0.1891891891891892,50.0,0.7213114754098361,-0.5944779982743745,1.3157894736842106,1.0,0.7213114754098361,0.7213114754098361,61.0,1.0
507,507,Jan-Lennard Struff,Guillaume Rufin,1,0,55,61,45,32,55,66,45,27,Medium,0.55,61.0,0.45,medium,0.32,0.55,1.1090909090909091,0.90625,0.0,-0.07575757575757576,50.0,1.1090909090909091,0.20284090909090913,0.90625,1.0,1.1090909090909091,1.1090909090909091,55.0,1.0
508,508,Aljaz Bedene,Dmitry Tursunov,1,0,52,41,48,19,55,52,45,27,Medium,0.52,41.0,0.48,medium,0.19,0.55,0.7884615384615384,1.1578947368421053,-0.05454545454545454,-0.21153846153846154,50.0,0.7884615384615384,-0.3694331983805669,1.1578947368421053,1.0,0.7884615384615384,0.7884615384615384,52.0,1.0
509,509,Feliciano Lopez,Florent Serra,1,1,58,54,42,30,61,63,39,30,Medium,0.58,54.0,0.42,medium,0.3,0.61,0.9310344827586207,0.8,-0.04918032786885246,-0.14285714285714285,50.0,0.9310344827586207,0.13103448275862062,0.8,1.0,0.9310344827586207,0.9310344827586207,58.0,1.0
510,510,Kenny De Schepper,Bradley Klahn,1,0,59,68,41,37,71,72,29,26,Medium,0.59,68.0,0.41,medium,0.37,0.71,1.152542372881356,0.8378378378378378,-0.16901408450704225,-0.05555555555555555,50.0,1.152542372881356,0.31470453504351814,0.8378378378378378,1.0,1.152542372881356,1.152542372881356,59.0,1.0
511,511,Andrey Kuznetsov,Dudi Sela,1,0,53,59,47,44,59,65,41,38,Medium,0.53,59.0,0.47,medium,0.44,0.59,1.1132075471698113,0.3409090909090909,-0.1016949152542373,-0.09230769230769231,50.0,1.1132075471698113,0.7722984562607205,0.3409090909090909,1.0,1.1132075471698113,1.1132075471698113,53.0,1.0
512,512,Pablo Cuevas,Janko Tipsarevic,1,0,51,39,49,24,55,42,45,28,Medium,0.51,39.0,0.49,medium,0.24,0.55,0.7647058823529411,0.625,-0.07272727272727272,-0.07142857142857142,50.0,0.7647058823529411,0.13970588235294112,0.625,1.0,0.7647058823529411,0.7647058823529411,51.0,1.0
513,513,Ernests Gulbis,Andreas Haider-Maurer,1,0,58,68,42,31,49,58,51,43,Medium,0.58,68.0,0.42,medium,0.31,0.49,1.1724137931034482,1.1935483870967742,0.1836734693877551,0.1724137931034483,50.0,1.1724137931034482,-0.021134593993326067,1.1935483870967742,1.0,1.1724137931034482,1.1724137931034482,58.0,1.0
514,514,Mikhail Kukushkin,Andrej Martin,1,1,51,35,49,27,49,35,51,20,Medium,0.51,35.0,0.49,medium,0.27,0.49,0.6862745098039216,0.2962962962962963,0.04081632653061224,0.0,50.0,0.6862745098039216,0.3899782135076253,0.2962962962962963,1.0,0.6862745098039216,0.6862745098039216,51.0,1.0
515,515,Roberto Bautista Agut,Thomaz Bellucci,1,1,75,44,25,12,57,28,43,10,High,0.75,44.0,0.25,low,0.12,0.57,0.5866666666666667,2.6666666666666665,0.3157894736842105,0.5714285714285714,50.0,0.5866666666666667,-2.08,2.6666666666666665,1.0,0.5866666666666667,0.5866666666666667,75.0,1.0
516,516,Nick Kyrgios,David Ferrer,1,0,69,44,31,9,55,40,45,21,High,0.69,44.0,0.31,low,0.09,0.55,0.6376811594202898,3.888888888888889,0.2545454545454545,0.1,50.0,0.6376811594202898,-3.2512077294685993,3.888888888888889,1.0,0.6376811594202898,0.6376811594202898,69.0,1.0
517,517,Tommy Robredo,Marinko Matosevic,1,1,54,49,46,30,59,44,41,27,Medium,0.54,49.0,0.46,medium,0.3,0.59,0.9074074074074074,0.6333333333333333,-0.0847457627118644,0.11363636363636363,50.0,0.9074074074074074,0.27407407407407414,0.6333333333333333,1.0,0.9074074074074074,0.9074074074074074,54.0,1.0
518,518,Robin Haase,Frank Dancevic,1,0,58,65,42,34,64,68,36,34,Medium,0.58,65.0,0.42,medium,0.34,0.64,1.1206896551724137,0.9117647058823529,-0.09375,-0.04411764705882353,50.0,1.1206896551724137,0.20892494929006078,0.9117647058823529,1.0,1.1206896551724137,1.1206896551724137,58.0,1.0
519,519,Albert Ramos,Bernard Tomic,1,0,55,76,45,42,68,71,32,28,Medium,0.55,76.0,0.45,medium,0.42,0.68,1.3818181818181818,0.8095238095238095,-0.19117647058823528,0.07042253521126761,50.0,1.3818181818181818,0.5722943722943723,0.8095238095238095,1.0,1.3818181818181818,1.3818181818181818,55.0,1.0
520,520,Daniel Evans,Kei Nishikori,1,1,48,35,52,25,54,30,46,15,Medium,0.48,35.0,0.52,medium,0.25,0.54,0.7291666666666666,0.4,-0.1111111111111111,0.16666666666666666,50.0,0.7291666666666666,0.3291666666666666,0.4,1.0,0.7291666666666666,0.7291666666666666,48.0,1.0
521,521,Fernando Verdasco,Ivan Dodig,1,0,59,58,41,23,57,60,43,34,Medium,0.59,58.0,0.41,medium,0.23,0.57,0.9830508474576272,1.5217391304347827,0.03508771929824561,-0.03333333333333333,50.0,0.9830508474576272,-0.5386882829771555,1.5217391304347827,1.0,0.9830508474576272,0.9830508474576272,59.0,1.0
522,522,Rhyne Williams,Nikolay Davydenko,1,0,55,56,45,26,57,57,43,28,Medium,0.55,56.0,0.45,medium,0.26,0.57,1.018181818181818,1.1538461538461537,-0.03508771929824561,-0.017543859649122806,50.0,1.018181818181818,-0.13566433566433567,1.1538461538461537,1.0,1.018181818181818,1.018181818181818,55.0,1.0
523,523,Ryan Harrison,Rafael Nadal,1,0,62,41,38,10,72,42,28,11,Medium,0.62,41.0,0.38,medium,0.1,0.72,0.6612903225806451,3.1,-0.1388888888888889,-0.023809523809523808,50.0,0.6612903225806451,-2.438709677419355,3.1,1.0,0.6612903225806451,0.6612903225806451,62.0,1.0
524,524,Novak Djokovic,Ricardas Berankis,1,1,68,36,32,14,53,18,47,9,High,0.68,36.0,0.32,low,0.14,0.53,0.5294117647058824,1.5714285714285714,0.2830188679245283,1.0,50.0,0.5294117647058824,-1.042016806722689,1.5714285714285714,1.0,0.5294117647058824,0.5294117647058824,68.0,1.0
525,525,Benjamin Becker,Lukas Rosol,1,1,52,38,48,27,47,44,53,27,Medium,0.52,38.0,0.48,medium,0.27,0.47,0.7307692307692307,0.4074074074074074,0.10638297872340426,-0.13636363636363635,50.0,0.7307692307692307,0.32336182336182334,0.4074074074074074,1.0,0.7307692307692307,0.7307692307692307,52.0,1.0
526,526,Lukasz Kubot,Jarkko Nieminen,1,0,38,28,62,27,59,38,41,19,Medium,0.38,28.0,0.62,medium,0.27,0.59,0.7368421052631579,0.037037037037037035,-0.3559322033898305,-0.2631578947368421,50.0,0.7368421052631579,0.6998050682261208,0.037037037037037035,1.0,0.7368421052631579,0.7368421052631579,38.0,1.0
527,527,Joao Sousa,Grigor Dimitrov,1,1,58,61,42,27,58,53,42,27,Medium,0.58,61.0,0.42,medium,0.27,0.58,1.0517241379310345,1.2592592592592593,0.0,0.1509433962264151,50.0,1.0517241379310345,-0.20753512132822483,1.2592592592592593,1.0,1.0517241379310345,1.0517241379310345,58.0,1.0
528,528,Tommy Haas,Paul-Henri Mathieu,1,1,59,38,41,15,56,29,44,16,Medium,0.59,38.0,0.41,medium,0.15,0.56,0.6440677966101694,1.5333333333333334,0.05357142857142857,0.3103448275862069,50.0,0.6440677966101694,-0.889265536723164,1.5333333333333334,1.0,0.6440677966101694,0.6440677966101694,59.0,1.0
529,529,Yen-Hsun Lu,Daniel Gimeno-Traver,1,1,67,49,33,19,56,45,44,22,High,0.67,49.0,0.33,low,0.19,0.56,0.7313432835820896,1.5789473684210527,0.19642857142857142,0.08888888888888889,50.0,0.7313432835820896,-0.8476040848389631,1.5789473684210527,1.0,0.7313432835820896,0.7313432835820896,67.0,1.0
530,530,Donald Young,Martin Klizan,1,1,74,39,26,10,47,10,53,10,High,0.74,39.0,0.26,low,0.1,0.47,0.527027027027027,2.9,0.574468085106383,2.9,50.0,0.527027027027027,-2.372972972972973,2.9,1.0,0.527027027027027,0.527027027027027,74.0,1.0
531,531,Florian Mayer,Juan Monaco,1,1,65,34,35,15,63,20,37,11,Medium,0.65,34.0,0.35,medium,0.15,0.63,0.5230769230769231,1.2666666666666666,0.031746031746031744,0.7,50.0,0.5230769230769231,-0.7435897435897435,1.2666666666666666,1.0,0.5230769230769231,0.5230769230769231,65.0,1.0
532,532,Tobias Kamke,Steve Johnson,1,1,53,55,47,39,48,56,52,40,Medium,0.53,55.0,0.47,medium,0.39,0.48,1.0377358490566038,0.41025641025641024,0.10416666666666667,-0.017857142857142856,50.0,1.0377358490566038,0.6274794388001935,0.41025641025641024,1.0,1.0377358490566038,1.0377358490566038,53.0,1.0
533,533,Denis Istomin,Nicolas Almagro,1,1,64,50,36,23,64,36,36,14,Medium,0.64,50.0,0.36,medium,0.23,0.64,0.78125,1.173913043478261,0.0,0.3888888888888889,50.0,0.78125,-0.392663043478261,1.173913043478261,1.0,0.78125,0.78125,64.0,1.0
534,534,Julien Benneteau,Michal Przysiezny,1,1,61,49,39,25,58,52,42,27,Medium,0.61,49.0,0.39,medium,0.25,0.58,0.8032786885245902,0.96,0.05172413793103448,-0.057692307692307696,50.0,0.8032786885245902,-0.1567213114754098,0.96,1.0,0.8032786885245902,0.8032786885245902,61.0,1.0
535,535,Sergiy Stakhovsky,Jeremy Chardy,1,0,53,62,47,33,56,64,44,40,Medium,0.53,62.0,0.47,medium,0.33,0.56,1.169811320754717,0.8787878787878788,-0.05357142857142857,-0.03125,50.0,1.169811320754717,0.29102344196683816,0.8787878787878788,1.0,1.169811320754717,1.169811320754717,53.0,1.0
536,536,Jiri Vesely,Denis Kudla,1,0,55,50,45,30,63,56,37,27,Medium,0.55,50.0,0.45,medium,0.3,0.63,0.9090909090909091,0.6666666666666666,-0.12698412698412698,-0.10714285714285714,50.0,0.9090909090909091,0.24242424242424243,0.6666666666666666,1.0,0.9090909090909091,0.9090909090909091,55.0,1.0
537,537,Paolo Lorenzi,Tomas Berdych,1,0,48,27,52,11,56,34,44,12,Medium,0.48,27.0,0.52,medium,0.11,0.56,0.5625,1.4545454545454546,-0.14285714285714285,-0.20588235294117646,50.0,0.5625,-0.8920454545454546,1.4545454545454546,1.0,0.5625,0.5625,48.0,1.0
538,538,Pablo Andujar,Thiemo de Bakker,1,1,60,44,40,19,52,33,48,19,Medium,0.6,44.0,0.4,medium,0.19,0.52,0.7333333333333333,1.3157894736842106,0.15384615384615385,0.3333333333333333,50.0,0.7333333333333333,-0.5824561403508773,1.3157894736842106,1.0,0.7333333333333333,0.7333333333333333,60.0,1.0
539,539,Thomas Fabbiano,Milos Raonic,1,0,66,46,34,17,63,51,37,19,Medium,0.66,46.0,0.34,medium,0.17,0.63,0.696969696969697,1.7058823529411764,0.047619047619047616,-0.09803921568627451,50.0,0.696969696969697,-1.0089126559714794,1.7058823529411764,1.0,0.696969696969697,0.696969696969697,66.0,1.0
540,540,Jerzy Janowicz,Maximo Gonzalez,1,0,58,40,42,17,65,45,35,13,Medium,0.58,40.0,0.42,medium,0.17,0.65,0.6896551724137931,1.3529411764705883,-0.1076923076923077,-0.1111111111111111,50.0,0.6896551724137931,-0.6632860040567952,1.3529411764705883,1.0,0.6896551724137931,0.6896551724137931,58.0,1.0
541,541,Jack Sock,Philipp Petzschner,1,1,51,36,49,29,46,29,54,27,Medium,0.51,36.0,0.49,medium,0.29,0.46,0.7058823529411765,0.2413793103448276,0.10869565217391304,0.2413793103448276,50.0,0.7058823529411765,0.4645030425963489,0.2413793103448276,1.0,0.7058823529411765,0.7058823529411765,51.0,1.0
542,542,Roger Federer,Grega Zemlja,1,1,60,41,40,21,49,29,51,18,Medium,0.6,41.0,0.4,medium,0.21,0.49,0.6833333333333333,0.9523809523809523,0.22448979591836735,0.41379310344827586,50.0,0.6833333333333333,-0.269047619047619,0.9523809523809523,1.0,0.6833333333333333,0.6833333333333333,60.0,1.0
543,543,Santiago Giraldo,Carlos Berlocq,1,0,58,63,42,30,64,61,36,30,Medium,0.58,63.0,0.42,medium,0.3,0.64,1.0862068965517242,1.1,-0.09375,0.03278688524590164,50.0,1.0862068965517242,-0.01379310344827589,1.1,1.0,1.0862068965517242,1.0862068965517242,58.0,1.0
544,544,Horacio Zeballos,Adrian Mannarino,1,0,52,44,48,29,57,47,43,30,Medium,0.52,44.0,0.48,medium,0.29,0.57,0.8461538461538461,0.5172413793103449,-0.08771929824561403,-0.06382978723404255,50.0,0.8461538461538461,0.3289124668435013,0.5172413793103449,1.0,0.8461538461538461,0.8461538461538461,52.0,1.0
545,545,Guido Pella,Sam Querrey,1,0,56,54,44,31,58,60,42,26,Medium,0.56,54.0,0.44,medium,0.31,0.58,0.9642857142857143,0.7419354838709677,-0.034482758620689655,-0.1,50.0,0.9642857142857143,0.22235023041474655,0.7419354838709677,1.0,0.9642857142857143,0.9642857142857143,56.0,1.0
546,546,John Isner,Filippo Volandri,1,1,73,42,27,11,56,18,44,10,High,0.73,42.0,0.27,low,0.11,0.56,0.5753424657534246,2.8181818181818183,0.30357142857142855,1.3333333333333333,50.0,0.5753424657534246,-2.2428393524283936,2.8181818181818183,1.0,0.5753424657534246,0.5753424657534246,73.0,1.0
547,547,Adrian Ungur,Gael Monfils,1,0,56,18,44,8,84,33,16,4,Medium,0.56,18.0,0.44,medium,0.08,0.84,0.32142857142857145,1.25,-0.3333333333333333,-0.45454545454545453,50.0,0.32142857142857145,-0.9285714285714286,1.25,1.0,0.32142857142857145,0.32142857142857145,56.0,1.0
548,548,Albert Montanes,Edouard Roger-Vasselin,1,0,51,29,49,20,64,38,36,18,Medium,0.51,29.0,0.49,medium,0.2,0.64,0.5686274509803921,0.45,-0.203125,-0.23684210526315788,50.0,0.5686274509803921,0.11862745098039212,0.45,1.0,0.5686274509803921,0.5686274509803921,51.0,1.0
549,549,Collin Altamirano,Philipp Kohlschreiber,1,0,58,27,42,8,58,31,42,16,Medium,0.58,27.0,0.42,medium,0.08,0.58,0.46551724137931033,2.375,0.0,-0.12903225806451613,50.0,0.46551724137931033,-1.9094827586206897,2.375,1.0,0.46551724137931033,0.46551724137931033,58.0,1.0
550,550,Rogerio Dutra Silva,Vasek Pospisil,1,1,58,64,42,39,48,66,52,46,Medium,0.58,64.0,0.42,medium,0.39,0.48,1.103448275862069,0.6410256410256411,0.20833333333333334,-0.030303030303030304,50.0,1.103448275862069,0.46242263483642787,0.6410256410256411,1.0,1.103448275862069,1.103448275862069,58.0,1.0
551,551,Benoit Paire,Alex Bogomolov Jr.,1,0,51,72,49,40,64,82,36,33,Medium,0.51,72.0,0.49,medium,0.4,0.64,1.411764705882353,0.8,-0.203125,-0.12195121951219512,50.0,1.411764705882353,0.611764705882353,0.8,1.0,1.411764705882353,1.411764705882353,51.0,1.0
552,552,Tim Smyczek,James Duckworth,1,1,66,47,34,21,55,47,45,26,Medium,0.66,47.0,0.34,medium,0.21,0.55,0.7121212121212122,1.2380952380952381,0.2,0.0,50.0,0.7121212121212122,-0.525974025974026,1.2380952380952381,1.0,0.7121212121212122,0.7121212121212122,66.0,1.0
553,553,Jurgen Zopp,Marcel Granollers,1,0,51,46,49,27,52,43,48,27,Medium,0.51,46.0,0.49,medium,0.27,0.52,0.9019607843137255,0.7037037037037037,-0.019230769230769232,0.06976744186046512,50.0,0.9019607843137255,0.19825708061002179,0.7037037037037037,1.0,0.9019607843137255,0.9019607843137255,51.0,1.0
554,554,Rajeev Ram,Fabio Fognini,1,1,73,40,27,10,54,21,46,13,High,0.73,40.0,0.27,low,0.1,0.54,0.547945205479452,3.0,0.35185185185185186,0.9047619047619048,50.0,0.547945205479452,-2.452054794520548,3.0,1.0,0.547945205479452,0.547945205479452,73.0,1.0
555,555,David Goffin,Alexandr Dolgopolov,1,0,67,44,33,14,45,34,55,27,High,0.67,44.0,0.33,low,0.14,0.45,0.6567164179104478,2.142857142857143,0.4888888888888889,0.29411764705882354,50.0,0.6567164179104478,-1.486140724946695,2.142857142857143,1.0,0.6567164179104478,0.6567164179104478,67.0,1.0
556,556,Nicolas Mahut,Mikhail Youzhny,1,0,63,50,37,22,64,50,36,20,Medium,0.63,50.0,0.37,medium,0.22,0.64,0.7936507936507936,1.2727272727272727,-0.015625,0.0,50.0,0.7936507936507936,-0.4790764790764791,1.2727272727272727,1.0,0.7936507936507936,0.7936507936507936,63.0,1.0
557,557,Jurgen Melzer,Evgeny Donskoy,1,0,65,39,35,17,57,48,43,27,Medium,0.65,39.0,0.35,medium,0.17,0.57,0.6,1.2941176470588236,0.14035087719298245,-0.1875,50.0,0.6,-0.6941176470588236,1.2941176470588236,1.0,0.6,0.6,65.0,1.0
558,558,Igor Sijsling,Peter Gojowczyk,1,0,55,49,45,24,51,40,49,29,Medium,0.55,49.0,0.45,medium,0.24,0.51,0.8909090909090909,1.0416666666666667,0.0784313725490196,0.225,50.0,0.8909090909090909,-0.15075757575757587,1.0416666666666667,1.0,0.8909090909090909,0.8909090909090909,55.0,1.0
559,559,Lleyton Hewitt,Brian Baker,1,1,46,38,54,29,49,32,51,28,Medium,0.46,38.0,0.54,medium,0.29,0.49,0.8260869565217391,0.3103448275862069,-0.061224489795918366,0.1875,50.0,0.8260869565217391,0.5157421289355322,0.3103448275862069,1.0,0.8260869565217391,0.8260869565217391,46.0,1.0
560,560,Guillermo Garcia-Lopez,Juan Martin Del Potro,1,0,48,57,52,45,62,62,38,31,Medium,0.48,57.0,0.52,medium,0.45,0.62,1.1875,0.26666666666666666,-0.22580645161290322,-0.08064516129032258,50.0,1.1875,0.9208333333333334,0.26666666666666666,1.0,1.1875,1.1875,48.0,1.0
561,561,Andy Murray,Michael Llodra,1,1,67,36,33,15,63,31,37,12,High,0.67,36.0,0.33,low,0.15,0.63,0.5373134328358209,1.4,0.06349206349206349,0.16129032258064516,50.0,0.5373134328358209,-0.862686567164179,1.4,1.0,0.5373134328358209,0.5373134328358209,67.0,1.0
562,562,Victor Hanescu,Leonardo Mayer,1,0,67,72,33,29,57,60,43,37,High,0.67,72.0,0.33,low,0.29,0.57,1.0746268656716418,1.4827586206896552,0.17543859649122806,0.2,50.0,1.0746268656716418,-0.40813175501801346,1.4827586206896552,1.0,1.0746268656716418,1.0746268656716418,67.0,1.0
563,563,Andreas Seppi,Xavier Malisse,1,1,59,62,41,24,46,41,54,36,Medium,0.59,62.0,0.41,medium,0.24,0.46,1.0508474576271187,1.5833333333333333,0.2826086956521739,0.5121951219512195,50.0,1.0508474576271187,-0.5324858757062145,1.5833333333333333,1.0,1.0508474576271187,1.0508474576271187,59.0,1.0
564,564,Lukas Lacko,Somdev Devvarman,1,0,50,48,50,29,56,60,44,31,Medium,0.5,48.0,0.5,medium,0.29,0.56,0.96,0.6551724137931034,-0.10714285714285714,-0.2,50.0,0.96,0.30482758620689654,0.6551724137931034,1.0,0.96,0.96,50.0,1.0
565,565,Stanislas Wawrinka,Radek Stepanek,1,1,51,32,49,27,66,37,34,16,Medium,0.51,32.0,0.49,medium,0.27,0.66,0.6274509803921569,0.18518518518518517,-0.22727272727272727,-0.13513513513513514,50.0,0.6274509803921569,0.4422657952069717,0.18518518518518517,1.0,0.6274509803921569,0.6274509803921569,51.0,1.0
566,566,James Blake,Ivo Karlovic,1,0,64,82,36,36,63,90,37,29,Medium,0.64,82.0,0.36,medium,0.36,0.63,1.28125,1.2777777777777777,0.015873015873015872,-0.08888888888888889,50.0,1.28125,0.003472222222222321,1.2777777777777777,1.0,1.28125,1.28125,64.0,1.0
567,567,Marcos Baghdatis,Go Soeda,1,1,60,34,40,20,54,30,46,15,Medium,0.6,34.0,0.4,medium,0.2,0.54,0.5666666666666667,0.7,0.1111111111111111,0.13333333333333333,50.0,0.5666666666666667,-0.1333333333333333,0.7,1.0,0.5666666666666667,0.5666666666666667,60.0,1.0
568,568,Daniel Brands,Kevin Anderson,1,0,59,58,41,20,53,50,47,35,Medium,0.59,58.0,0.41,medium,0.2,0.53,0.9830508474576272,1.9,0.11320754716981132,0.16,50.0,0.9830508474576272,-0.9169491525423727,1.9,1.0,0.9830508474576272,0.9830508474576272,59.0,1.0
569,569,Richard Gasquet,Stephane Robert,1,1,58,50,42,22,53,35,47,19,Medium,0.58,50.0,0.42,medium,0.22,0.53,0.8620689655172413,1.2727272727272727,0.09433962264150944,0.42857142857142855,50.0,0.8620689655172413,-0.4106583072100314,1.2727272727272727,1.0,0.8620689655172413,0.8620689655172413,58.0,1.0
570,570,Guillaume Rufin,Dmitry Tursunov,1,0,43,14,57,12,58,24,42,13,Medium,0.43,14.0,0.57,medium,0.12,0.58,0.32558139534883723,0.16666666666666666,-0.25862068965517243,-0.4166666666666667,50.0,0.32558139534883723,0.15891472868217058,0.16666666666666666,1.0,0.32558139534883723,0.32558139534883723,43.0,1.0
571,571,Feliciano Lopez,Bradley Klahn,1,1,52,59,48,38,71,69,29,18,Medium,0.52,59.0,0.48,medium,0.38,0.71,1.1346153846153846,0.5526315789473685,-0.2676056338028169,-0.14492753623188406,50.0,1.1346153846153846,0.5819838056680161,0.5526315789473685,1.0,1.1346153846153846,1.1346153846153846,52.0,1.0
572,572,Pablo Andujar,Milos Raonic,1,0,64,32,36,17,63,44,37,12,Medium,0.64,32.0,0.36,medium,0.17,0.63,0.5,0.8823529411764706,0.015873015873015872,-0.2727272727272727,50.0,0.5,-0.38235294117647056,0.8823529411764706,1.0,0.5,0.5,64.0,1.0
573,573,Maximo Gonzalez,Jack Sock,1,0,68,51,32,17,62,54,38,25,High,0.68,51.0,0.32,low,0.17,0.62,0.75,2.0,0.0967741935483871,-0.05555555555555555,50.0,0.75,-1.25,2.0,1.0,0.75,0.75,68.0,1.0
574,574,Dudi Sela,Janko Tipsarevic,1,0,62,30,38,10,44,32,56,31,Medium,0.62,30.0,0.38,medium,0.1,0.44,0.4838709677419355,2.0,0.4090909090909091,-0.0625,50.0,0.4838709677419355,-1.5161290322580645,2.0,1.0,0.4838709677419355,0.4838709677419355,62.0,1.0
