,Unnamed: 0,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,BinaryHouseVal
8528,8528,-118.34,33.89,36.0,2274.0,411.0,1232.0,423.0,5.373,<1H OCEAN,1
8529,8529,-118.35,33.9,13.0,2887.0,853.0,2197.0,800.0,2.8777,<1H OCEAN,1
8531,8531,-118.35,33.9,31.0,981.0,222.0,734.0,239.0,4.875,<1H OCEAN,1
8532,8532,-118.35,33.89,29.0,2940.0,708.0,2175.0,684.0,3.6486,<1H OCEAN,1
8533,8533,-118.35,33.89,34.0,1740.0,387.0,1249.0,375.0,4.1552,<1H OCEAN,1
8534,8534,-118.36,33.9,41.0,1355.0,349.0,655.0,329.0,2.9551,<1H OCEAN,1
8535,8535,-118.35,33.9,22.0,1127.0,287.0,697.0,241.0,3.3971,<1H OCEAN,1
8536,8536,-118.35,33.89,30.0,1143.0,299.0,776.0,273.0,4.2829,<1H OCEAN,1
8537,8537,-118.36,33.89,37.0,1719.0,426.0,1266.0,424.0,3.375,<1H OCEAN,1
8538,8538,-118.36,33.89,34.0,760.0,174.0,723.0,198.0,5.3169,<1H OCEAN,1
8539,8539,-118.36,33.9,18.0,3380.0,922.0,2276.0,854.0,4.0727,<1H OCEAN,1
8540,8540,-118.36,33.89,27.0,2837.0,684.0,2141.0,648.0,3.1325,<1H OCEAN,1
8541,8541,-118.36,33.88,33.0,2408.0,534.0,1644.0,523.0,4.2454,<1H OCEAN,1
8542,8542,-118.36,33.88,28.0,1313.0,319.0,827.0,308.0,2.65,<1H OCEAN,1
8543,8543,-118.36,33.88,25.0,2845.0,710.0,1611.0,628.0,3.2049,<1H OCEAN,1
8544,8544,-118.36,33.88,22.0,1388.0,336.0,930.0,287.0,2.7981,<1H OCEAN,1
8545,8545,-118.36,33.88,26.0,1375.0,286.0,829.0,278.0,3.9844,<1H OCEAN,1
8546,8546,-118.35,33.89,25.0,1769.0,440.0,1371.0,414.0,3.0833,<1H OCEAN,1
8547,8547,-118.35,33.88,36.0,1583.0,411.0,1097.0,350.0,4.0737,<1H OCEAN,1
8548,8548,-118.34,33.88,42.0,725.0,183.0,493.0,172.0,3.2589,<1H OCEAN,1
8549,8549,-118.35,33.88,44.0,822.0,180.0,480.0,177.0,4.4,<1H OCEAN,1
8550,8550,-118.35,33.88,36.0,1567.0,362.0,1054.0,386.0,3.2594,<1H OCEAN,1
8551,8551,-118.35,33.88,25.0,1459.0,362.0,1150.0,354.0,3.35,<1H OCEAN,1
8552,8552,-118.3,33.74,40.0,1896.0,416.0,950.0,383.0,2.425,NEAR OCEAN,1
8553,8553,-118.3,33.74,28.0,1065.0,215.0,887.0,217.0,3.9375,NEAR OCEAN,1
8554,8554,-118.39,33.92,41.0,80.0,20.0,61.0,23.0,5.25,<1H OCEAN,1
8555,8555,-118.4,33.92,25.0,1453.0,271.0,695.0,283.0,5.9499,<1H OCEAN,1
8556,8556,-118.4,33.92,32.0,2828.0,629.0,1313.0,534.0,4.5987,<1H OCEAN,1
8557,8557,-118.4,33.93,35.0,2217.0,447.0,1000.0,450.0,4.7319,<1H OCEAN,1
8558,8558,-118.41,33.93,38.0,3328.0,625.0,1455.0,619.0,5.0596,<1H OCEAN,1
8559,8559,-118.41,33.92,32.0,2590.0,607.0,1132.0,555.0,4.2333,<1H OCEAN,1
8560,8560,-118.41,33.92,22.0,2340.0,584.0,1141.0,554.0,4.5729,<1H OCEAN,1
8561,8561,-118.41,33.93,22.0,2514.0,605.0,1225.0,568.0,4.1818,<1H OCEAN,1
8562,8562,-118.41,33.92,38.0,1437.0,272.0,590.0,250.0,5.2338,<1H OCEAN,1
8563,8563,-118.41,33.92,29.0,1436.0,401.0,674.0,343.0,3.6389,<1H OCEAN,1
8564,8564,-118.42,33.92,25.0,3521.0,852.0,1524.0,764.0,3.8086,<1H OCEAN,1
8565,8565,-118.42,33.92,41.0,1621.0,279.0,756.0,277.0,5.0594,<1H OCEAN,1
8566,8566,-118.42,33.93,39.0,2988.0,605.0,1466.0,610.0,4.9286,<1H OCEAN,1
8567,8567,-118.42,33.93,28.0,4603.0,993.0,2191.0,943.0,4.5743,<1H OCEAN,1
8568,8568,-118.42,33.9,29.0,1929.0,523.0,686.0,455.0,5.5347,<1H OCEAN,1
8569,8569,-118.43,33.9,27.0,1536.0,377.0,553.0,326.0,5.4088,<1H OCEAN,1
8570,8570,-118.4,33.9,34.0,2674.0,435.0,1087.0,431.0,7.3151,<1H OCEAN,1
8571,8571,-118.4,33.9,37.0,2458.0,400.0,920.0,375.0,7.8924,<1H OCEAN,1
8572,8572,-118.41,33.9,39.0,2311.0,404.0,1044.0,380.0,8.468,<1H OCEAN,1
8573,8573,-118.41,33.9,39.0,2040.0,336.0,926.0,351.0,7.5552,<1H OCEAN,1
8574,8574,-118.44,33.88,35.0,2020.0,451.0,724.0,399.0,6.6494,NEAR OCEAN,1
8575,8575,-118.42,33.9,37.0,1576.0,345.0,662.0,340.0,5.308,<1H OCEAN,1
8576,8576,-118.42,33.9,43.0,1394.0,321.0,552.0,296.0,5.9596,<1H OCEAN,1
8577,8577,-118.41,33.89,31.0,1428.0,320.0,677.0,331.0,7.2316,<1H OCEAN,1
8578,8578,-118.41,33.89,35.0,1194.0,292.0,507.0,295.0,9.0812,<1H OCEAN,1
8579,8579,-118.41,33.89,38.0,4166.0,828.0,1600.0,770.0,6.3861,<1H OCEAN,1
8580,8580,-118.41,33.89,34.0,2959.0,639.0,1143.0,593.0,6.348,<1H OCEAN,1
8581,8581,-118.41,33.89,31.0,702.0,161.0,236.0,144.0,5.0497,<1H OCEAN,1
8582,8582,-118.4,33.9,38.0,2868.0,466.0,1098.0,438.0,7.9059,<1H OCEAN,1
8583,8583,-118.4,33.89,36.0,2334.0,430.0,1033.0,407.0,6.6321,<1H OCEAN,1
8584,8584,-118.4,33.89,31.0,2926.0,492.0,1149.0,476.0,7.9611,<1H OCEAN,1
8585,8585,-118.4,33.89,36.0,2127.0,314.0,807.0,306.0,8.1596,<1H OCEAN,1
8586,8586,-118.39,33.9,7.0,4314.0,725.0,1699.0,718.0,8.2037,<1H OCEAN,1
8587,8587,-118.38,33.89,35.0,1778.0,330.0,732.0,312.0,6.5745,<1H OCEAN,1
8588,8588,-118.39,33.89,30.0,2532.0,464.0,1056.0,419.0,6.3434,<1H OCEAN,1
8589,8589,-118.39,33.89,38.0,1851.0,332.0,750.0,314.0,7.3356,<1H OCEAN,1
8590,8590,-118.39,33.89,40.0,826.0,143.0,389.0,147.0,7.1845,<1H OCEAN,1
8591,8591,-118.36,33.89,40.0,756.0,122.0,371.0,130.0,5.0299,<1H OCEAN,1
8592,8592,-118.36,33.88,44.0,1362.0,237.0,709.0,247.0,4.4271,<1H OCEAN,1
8593,8593,-118.37,33.88,44.0,1325.0,245.0,669.0,253.0,4.4211,<1H OCEAN,1
8594,8594,-118.37,33.88,21.0,966.0,172.0,417.0,158.0,5.5335,<1H OCEAN,1
8595,8595,-118.38,33.88,33.0,1313.0,244.0,561.0,217.0,5.2999,<1H OCEAN,1
8596,8596,-118.37,33.89,21.0,2696.0,548.0,1142.0,473.0,5.6091,<1H OCEAN,1
8597,8597,-118.37,33.88,20.0,2439.0,474.0,1219.0,497.0,5.9619,<1H OCEAN,1
8598,8598,-118.36,33.88,31.0,2518.0,543.0,1107.0,508.0,4.7404,<1H OCEAN,1
8599,8599,-118.36,33.87,19.0,2512.0,575.0,1275.0,544.0,4.9375,<1H OCEAN,1
8600,8600,-118.37,33.87,19.0,757.0,148.0,361.0,141.0,6.02,<1H OCEAN,1
8601,8601,-118.37,33.88,27.0,1688.0,331.0,811.0,327.0,4.5357,<1H OCEAN,1
8602,8602,-118.38,33.87,27.0,2287.0,491.0,1101.0,466.0,4.675,<1H OCEAN,1
8603,8603,-118.38,33.88,27.0,3039.0,606.0,1421.0,564.0,5.5771,<1H OCEAN,1
8604,8604,-118.37,33.88,26.0,2620.0,530.0,1282.0,525.0,4.4828,<1H OCEAN,1
8605,8605,-118.36,33.87,17.0,1082.0,291.0,598.0,281.0,3.9868,<1H OCEAN,1
8606,8606,-118.36,33.87,22.0,2114.0,541.0,1300.0,538.0,3.4208,<1H OCEAN,1
8607,8607,-118.37,33.87,18.0,2516.0,485.0,1128.0,433.0,5.0114,<1H OCEAN,1
8608,8608,-118.37,33.87,13.0,2907.0,726.0,1573.0,694.0,3.5048,<1H OCEAN,1
8609,8609,-118.36,33.86,35.0,2126.0,434.0,1044.0,433.0,5.5456,<1H OCEAN,1
8610,8610,-118.36,33.86,37.0,1768.0,314.0,802.0,290.0,5.0784,<1H OCEAN,1
8611,8611,-118.36,33.86,34.0,1865.0,345.0,963.0,302.0,5.543,<1H OCEAN,1
8612,8612,-118.37,33.86,28.0,2685.0,581.0,1243.0,529.0,4.119,<1H OCEAN,1
8613,8613,-118.37,33.87,23.0,1829.0,331.0,891.0,356.0,6.5755,<1H OCEAN,1
8614,8614,-118.38,33.87,21.0,4151.0,1018.0,2054.0,925.0,4.9821,<1H OCEAN,1
8615,8615,-118.38,33.87,17.0,2791.0,579.0,1467.0,583.0,5.7415,<1H OCEAN,1
8616,8616,-118.38,33.87,23.0,2387.0,418.0,1008.0,415.0,5.8518,<1H OCEAN,1
8617,8617,-118.39,33.87,19.0,3303.0,584.0,1329.0,569.0,7.521,<1H OCEAN,1
8618,8618,-118.38,33.86,12.0,4235.0,735.0,1798.0,683.0,6.4242,<1H OCEAN,1
8619,8619,-118.38,33.86,29.0,2787.0,475.0,1182.0,444.0,6.7613,<1H OCEAN,1
8620,8620,-118.38,33.86,24.0,3124.0,560.0,1312.0,542.0,6.3021,<1H OCEAN,1
8621,8621,-118.38,33.86,15.0,1778.0,311.0,908.0,330.0,7.674,<1H OCEAN,1
8622,8622,-118.38,33.87,33.0,1993.0,371.0,918.0,361.0,6.9021,<1H OCEAN,1
8623,8623,-118.38,33.88,39.0,1489.0,282.0,743.0,270.0,4.8611,<1H OCEAN,1
8624,8624,-118.38,33.88,34.0,1830.0,315.0,822.0,307.0,5.0602,<1H OCEAN,1
8625,8625,-118.39,33.88,33.0,2496.0,387.0,1098.0,404.0,7.6685,<1H OCEAN,1
8626,8626,-118.39,33.88,34.0,1973.0,367.0,843.0,345.0,6.077,<1H OCEAN,1
8627,8627,-118.39,33.88,33.0,2543.0,439.0,1098.0,416.0,5.9683,<1H OCEAN,1
8628,8628,-118.39,33.88,31.0,1448.0,244.0,607.0,259.0,8.1513,<1H OCEAN,1
8629,8629,-118.39,33.88,35.0,1267.0,216.0,521.0,191.0,6.0441,<1H OCEAN,1
8630,8630,-118.38,33.88,36.0,2501.0,443.0,1031.0,422.0,4.75,<1H OCEAN,1
8631,8631,-118.4,33.88,36.0,3022.0,482.0,1278.0,494.0,7.2651,<1H OCEAN,1
8632,8632,-118.4,33.88,36.0,1543.0,214.0,474.0,187.0,9.3399,<1H OCEAN,1
8633,8633,-118.4,33.88,35.0,1753.0,296.0,615.0,275.0,7.5,<1H OCEAN,1
8634,8634,-118.41,33.88,34.0,540.0,107.0,213.0,104.0,6.3403,<1H OCEAN,1
8635,8635,-118.4,33.88,35.0,1060.0,191.0,444.0,196.0,8.0015,<1H OCEAN,1
8636,8636,-118.41,33.88,43.0,2492.0,449.0,1033.0,437.0,7.9614,<1H OCEAN,1
8637,8637,-118.41,33.88,40.0,925.0,254.0,371.0,227.0,5.2533,<1H OCEAN,1
8638,8638,-118.41,33.88,34.0,1471.0,308.0,498.0,264.0,7.0842,<1H OCEAN,1
8639,8639,-118.43,33.87,41.0,847.0,173.0,344.0,170.0,6.822,NEAR OCEAN,1
8640,8640,-118.4,33.87,26.0,6712.0,1441.0,2803.0,1394.0,5.2276,<1H OCEAN,1
8641,8641,-118.39,33.87,34.0,2395.0,469.0,1087.0,438.0,5.9683,<1H OCEAN,1
8642,8642,-118.43,33.86,34.0,358.0,87.0,162.0,84.0,7.1264,NEAR OCEAN,1
8643,8643,-118.4,33.88,42.0,1516.0,341.0,634.0,327.0,6.2356,<1H OCEAN,1
8644,8644,-118.4,33.87,40.0,1679.0,372.0,719.0,385.0,6.435,<1H OCEAN,1
8645,8645,-118.4,33.87,38.0,2398.0,431.0,911.0,392.0,5.2319,<1H OCEAN,1
8646,8646,-118.4,33.87,45.0,2093.0,497.0,842.0,472.0,6.3231,<1H OCEAN,1
8647,8647,-118.4,33.87,34.0,3145.0,786.0,1352.0,727.0,5.0976,<1H OCEAN,1
8648,8648,-118.4,33.87,45.0,2181.0,505.0,965.0,471.0,5.3816,<1H OCEAN,1
8649,8649,-118.39,33.86,34.0,2361.0,442.0,915.0,437.0,5.687,<1H OCEAN,1
8650,8650,-118.39,33.86,28.0,3619.0,764.0,1735.0,789.0,6.1404,<1H OCEAN,1
8651,8651,-118.39,33.86,24.0,2386.0,582.0,1152.0,568.0,4.8971,<1H OCEAN,1
8652,8652,-118.4,33.86,18.0,5152.0,1365.0,2286.0,1243.0,5.1677,<1H OCEAN,1
8653,8653,-118.4,33.85,29.0,2085.0,533.0,919.0,489.0,5.6017,<1H OCEAN,1
8654,8654,-118.4,33.86,41.0,2237.0,597.0,938.0,523.0,4.7105,<1H OCEAN,1
8655,8655,-118.42,33.85,43.0,1584.0,477.0,799.0,433.0,5.0322,NEAR OCEAN,1
8656,8656,-118.38,33.85,28.0,4430.0,928.0,2131.0,885.0,4.9384,<1H OCEAN,1
8657,8657,-118.38,33.85,31.0,3533.0,729.0,1647.0,679.0,5.5843,<1H OCEAN,1
8658,8658,-118.39,33.85,24.0,4373.0,871.0,1830.0,824.0,5.7128,<1H OCEAN,1
8659,8659,-118.41,33.85,16.0,6123.0,1989.0,2853.0,1789.0,4.425,NEAR OCEAN,1
8660,8660,-118.39,33.85,17.0,1610.0,379.0,670.0,341.0,4.3594,<1H OCEAN,1
8661,8661,-118.38,33.84,25.0,5775.0,1149.0,2637.0,1117.0,5.4968,<1H OCEAN,1
8662,8662,-118.38,33.83,20.0,2270.0,498.0,1070.0,521.0,4.4615,<1H OCEAN,1
8663,8663,-118.38,33.83,40.0,3070.0,570.0,1264.0,506.0,5.1626,<1H OCEAN,1
8664,8664,-118.38,33.84,26.0,2869.0,567.0,1157.0,538.0,6.0382,<1H OCEAN,1
8665,8665,-118.39,33.84,16.0,2472.0,572.0,965.0,529.0,5.137,<1H OCEAN,1
8666,8666,-118.43,33.83,19.0,6206.0,1611.0,2455.0,1472.0,5.145,NEAR OCEAN,1
8667,8667,-118.39,33.83,32.0,2075.0,539.0,954.0,519.0,5.637,NEAR OCEAN,1
8668,8668,-118.39,33.82,30.0,3433.0,918.0,1526.0,828.0,4.5817,NEAR OCEAN,1
8669,8669,-118.43,33.82,34.0,2112.0,614.0,946.0,574.0,4.6048,NEAR OCEAN,1
8670,8670,-118.37,33.82,32.0,2815.0,607.0,1338.0,609.0,4.5687,<1H OCEAN,1
8671,8671,-118.38,33.82,35.0,3053.0,623.0,1311.0,589.0,5.1589,NEAR OCEAN,1
8672,8672,-118.38,33.82,38.0,1318.0,237.0,547.0,225.0,6.0308,NEAR OCEAN,1
8673,8673,-118.38,33.83,35.0,2152.0,454.0,902.0,414.0,4.5179,<1H OCEAN,1
8674,8674,-118.31,33.88,33.0,2147.0,505.0,1371.0,498.0,2.4219,<1H OCEAN,1
8675,8675,-118.32,33.87,28.0,3763.0,762.0,1967.0,724.0,5.3244,<1H OCEAN,1
8676,8676,-118.32,33.88,35.0,1818.0,339.0,828.0,319.0,4.3036,<1H OCEAN,1
8677,8677,-118.32,33.88,34.0,1803.0,341.0,947.0,333.0,5.5538,<1H OCEAN,1
8678,8678,-118.32,33.88,37.0,1402.0,254.0,722.0,251.0,6.4781,<1H OCEAN,1
8679,8679,-118.33,33.88,30.0,1856.0,444.0,899.0,435.0,3.1505,<1H OCEAN,1
8680,8680,-118.33,33.88,36.0,1271.0,346.0,811.0,345.0,3.2417,<1H OCEAN,1
8681,8681,-118.33,33.87,44.0,724.0,133.0,373.0,133.0,3.9167,<1H OCEAN,1
8682,8682,-118.34,33.87,28.0,4605.0,1188.0,2558.0,1093.0,3.6988,<1H OCEAN,1
8683,8683,-118.34,33.88,31.0,3122.0,727.0,1885.0,715.0,3.8657,<1H OCEAN,1
8684,8684,-118.31,33.87,27.0,3348.0,695.0,1545.0,625.0,4.7543,<1H OCEAN,1
8685,8685,-118.31,33.86,29.0,2243.0,361.0,1051.0,352.0,6.6632,<1H OCEAN,1
8686,8686,-118.32,33.86,32.0,3485.0,678.0,1715.0,649.0,4.6563,<1H OCEAN,1
8687,8687,-118.32,33.87,35.0,2380.0,404.0,1212.0,422.0,5.6254,<1H OCEAN,1
8688,8688,-118.34,33.87,34.0,1069.0,217.0,601.0,212.0,4.6406,<1H OCEAN,1
8689,8689,-118.33,33.87,36.0,2219.0,406.0,1219.0,403.0,4.2614,<1H OCEAN,1
8690,8690,-118.33,33.87,35.0,743.0,128.0,385.0,137.0,6.4891,<1H OCEAN,1
8691,8691,-118.32,33.86,34.0,495.0,90.0,269.0,93.0,6.4391,<1H OCEAN,1
8692,8692,-118.33,33.86,38.0,914.0,176.0,519.0,174.0,6.0335,<1H OCEAN,1
8693,8693,-118.33,33.86,36.0,854.0,160.0,473.0,150.0,6.3992,<1H OCEAN,1
8694,8694,-118.33,33.86,38.0,1059.0,218.0,561.0,205.0,4.0,<1H OCEAN,1
8695,8695,-118.34,33.86,36.0,2223.0,360.0,1162.0,376.0,5.259,<1H OCEAN,1
8696,8696,-118.34,33.86,35.0,1936.0,343.0,1008.0,346.0,5.4791,<1H OCEAN,1
8697,8697,-118.34,33.87,28.0,2948.0,566.0,1445.0,524.0,5.3743,<1H OCEAN,1
8698,8698,-118.35,33.87,37.0,1420.0,286.0,886.0,290.0,4.5833,<1H OCEAN,1
8699,8699,-118.35,33.87,34.0,2823.0,500.0,1429.0,483.0,5.5,<1H OCEAN,1
8700,8700,-118.35,33.87,28.0,2319.0,579.0,1369.0,564.0,3.6169,<1H OCEAN,1
8701,8701,-118.35,33.86,28.0,2075.0,463.0,1216.0,446.0,3.9732,<1H OCEAN,1
8702,8702,-118.35,33.86,24.0,2139.0,481.0,971.0,418.0,4.3859,<1H OCEAN,1
8703,8703,-118.34,33.84,36.0,1561.0,252.0,740.0,253.0,6.2778,<1H OCEAN,1
8704,8704,-118.33,33.84,36.0,1364.0,251.0,668.0,245.0,5.3131,<1H OCEAN,1
8705,8705,-118.34,33.84,36.0,1407.0,231.0,676.0,231.0,5.269,<1H OCEAN,1
8706,8706,-118.34,33.83,34.0,1761.0,329.0,965.0,329.0,5.399,<1H OCEAN,1
8707,8707,-118.34,33.83,35.0,1818.0,353.0,853.0,321.0,5.8972,<1H OCEAN,1
8708,8708,-118.36,33.86,37.0,1249.0,218.0,583.0,214.0,5.7422,<1H OCEAN,1
8709,8709,-118.35,33.85,34.0,1770.0,291.0,916.0,289.0,5.0,<1H OCEAN,1
8710,8710,-118.35,33.85,35.0,1248.0,206.0,551.0,185.0,5.6426,<1H OCEAN,1
8711,8711,-118.36,33.85,36.0,1390.0,230.0,683.0,219.0,4.8906,<1H OCEAN,1
8712,8712,-118.36,33.86,36.0,681.0,122.0,360.0,128.0,5.2799,<1H OCEAN,1
8713,8713,-118.37,33.85,34.0,2415.0,404.0,1278.0,414.0,6.1599,<1H OCEAN,1
8714,8714,-118.36,33.85,34.0,1086.0,197.0,509.0,158.0,6.1133,<1H OCEAN,1
8715,8715,-118.37,33.85,25.0,5622.0,998.0,2537.0,1009.0,5.785,<1H OCEAN,1
8716,8716,-118.35,33.84,22.0,13133.0,3680.0,7180.0,3522.0,3.5414,<1H OCEAN,1
8717,8717,-118.36,33.84,22.0,11016.0,3170.0,6664.0,2838.0,3.703,<1H OCEAN,1
8718,8718,-118.37,33.85,29.0,3662.0,586.0,1626.0,611.0,6.3974,<1H OCEAN,1
8719,8719,-118.37,33.84,27.0,3245.0,605.0,1572.0,556.0,5.3773,<1H OCEAN,1
8720,8720,-118.35,33.83,36.0,1102.0,193.0,522.0,172.0,6.1187,<1H OCEAN,1
8721,8721,-118.36,33.83,36.0,1660.0,300.0,943.0,300.0,5.1984,<1H OCEAN,1
8722,8722,-118.36,33.84,35.0,1577.0,279.0,743.0,274.0,5.7654,<1H OCEAN,1
8723,8723,-118.37,33.84,35.0,1792.0,322.0,978.0,326.0,4.9583,<1H OCEAN,1
8724,8724,-118.36,33.83,35.0,1378.0,247.0,645.0,217.0,5.9143,<1H OCEAN,1
8725,8725,-118.36,33.83,35.0,2828.0,487.0,1439.0,490.0,5.6013,<1H OCEAN,1
8726,8726,-118.37,33.83,35.0,1207.0,207.0,601.0,213.0,4.7308,<1H OCEAN,1
8727,8727,-118.37,33.84,32.0,1751.0,328.0,819.0,323.0,6.7105,<1H OCEAN,1
8728,8728,-118.33,33.83,5.0,13038.0,2679.0,5272.0,2523.0,5.5023,<1H OCEAN,1
8729,8729,-118.32,33.85,42.0,3146.0,770.0,1859.0,740.0,3.5073,<1H OCEAN,1
8730,8730,-118.31,33.84,52.0,1819.0,464.0,1068.0,424.0,3.625,<1H OCEAN,1
8731,8731,-118.32,33.83,51.0,2399.0,516.0,1160.0,514.0,3.8456,<1H OCEAN,1
8732,8732,-118.32,33.84,42.0,1486.0,420.0,897.0,377.0,1.6228,<1H OCEAN,1
8733,8733,-118.31,33.83,50.0,696.0,311.0,382.0,234.0,2.775,<1H OCEAN,1
8734,8734,-118.31,33.83,45.0,2929.0,755.0,1635.0,652.0,2.9375,<1H OCEAN,1
8735,8735,-118.31,33.82,35.0,3462.0,814.0,1902.0,700.0,3.402,<1H OCEAN,1
8736,8736,-118.32,33.83,19.0,3792.0,790.0,2105.0,834.0,5.2363,<1H OCEAN,1
8737,8737,-118.31,33.82,39.0,2198.0,425.0,1160.0,436.0,4.1406,<1H OCEAN,1
8738,8738,-118.31,33.82,26.0,2345.0,408.0,1195.0,377.0,5.4925,<1H OCEAN,1
8739,8739,-118.31,33.81,23.0,3942.0,748.0,1679.0,711.0,4.1169,<1H OCEAN,1
8740,8740,-118.31,33.81,30.0,1773.0,356.0,905.0,352.0,4.3056,<1H OCEAN,1
8741,8741,-118.32,33.82,25.0,2587.0,512.0,1219.0,509.0,4.4271,<1H OCEAN,1
8742,8742,-118.32,33.82,22.0,2508.0,402.0,1254.0,395.0,7.0935,<1H OCEAN,1
8743,8743,-118.32,33.81,28.0,2142.0,445.0,1140.0,422.0,4.8438,<1H OCEAN,1
8744,8744,-118.32,33.81,27.0,2113.0,380.0,1109.0,360.0,4.7062,<1H OCEAN,1
8745,8745,-118.33,33.82,26.0,5591.0,934.0,2824.0,939.0,6.5861,<1H OCEAN,1
8746,8746,-118.34,33.8,25.0,4177.0,832.0,2123.0,789.0,5.0814,<1H OCEAN,1
8747,8747,-118.35,33.82,28.0,7591.0,1710.0,3420.0,1635.0,4.0708,<1H OCEAN,1
8748,8748,-118.36,33.82,36.0,1784.0,311.0,901.0,293.0,6.2247,<1H OCEAN,1
8749,8749,-118.37,33.82,39.0,2794.0,444.0,1319.0,441.0,5.878,<1H OCEAN,1
8750,8750,-118.37,33.82,36.0,2463.0,447.0,1125.0,424.0,6.0176,<1H OCEAN,1
8751,8751,-118.37,33.82,36.0,2416.0,394.0,1115.0,386.0,6.256,<1H OCEAN,1
8752,8752,-118.36,33.82,36.0,1083.0,187.0,522.0,187.0,5.7765,<1H OCEAN,1
8753,8753,-118.36,33.82,26.0,5166.0,1313.0,2738.0,1239.0,3.3565,<1H OCEAN,1
8754,8754,-118.36,33.82,28.0,67.0,15.0,49.0,11.0,6.1359,<1H OCEAN,1
8755,8755,-118.36,33.81,25.0,9042.0,2022.0,4458.0,1944.0,4.5592,<1H OCEAN,1
8756,8756,-118.36,33.81,26.0,1575.0,300.0,881.0,309.0,5.1778,<1H OCEAN,1
8757,8757,-118.37,33.81,36.0,2031.0,339.0,817.0,337.0,5.1271,NEAR OCEAN,1
8758,8758,-118.38,33.81,33.0,2349.0,407.0,954.0,373.0,6.4956,NEAR OCEAN,1
8759,8759,-118.38,33.81,20.0,1975.0,306.0,703.0,292.0,8.5491,NEAR OCEAN,1
8760,8760,-118.44,33.81,33.0,3994.0,990.0,1647.0,931.0,5.0106,NEAR OCEAN,1
8761,8761,-118.38,33.82,34.0,1822.0,364.0,750.0,366.0,5.9907,NEAR OCEAN,1
8762,8762,-118.36,33.81,34.0,2211.0,502.0,1113.0,488.0,4.7026,<1H OCEAN,1
8763,8763,-118.37,33.81,33.0,5057.0,790.0,2021.0,748.0,6.8553,NEAR OCEAN,1
8764,8764,-118.37,33.81,36.0,1283.0,209.0,563.0,209.0,6.9296,NEAR OCEAN,1
8765,8765,-118.38,33.81,41.0,1889.0,301.0,802.0,278.0,6.015,NEAR OCEAN,1
8766,8766,-118.38,33.81,39.0,2400.0,373.0,877.0,372.0,5.7361,NEAR OCEAN,1
8767,8767,-118.39,33.81,35.0,1008.0,165.0,391.0,167.0,3.7778,NEAR OCEAN,1
8768,8768,-118.38,33.81,36.0,1018.0,148.0,329.0,169.0,10.5045,NEAR OCEAN,1
8769,8769,-118.33,33.79,29.0,4389.0,873.0,2069.0,901.0,4.1071,<1H OCEAN,1
8770,8770,-118.34,33.79,36.0,716.0,123.0,388.0,124.0,5.0254,<1H OCEAN,1
8771,8771,-118.34,33.8,34.0,1730.0,427.0,1008.0,393.0,3.9408,<1H OCEAN,1
8772,8772,-118.34,33.8,33.0,2194.0,469.0,987.0,397.0,5.0951,<1H OCEAN,1
8773,8773,-118.35,33.8,32.0,1434.0,296.0,672.0,285.0,4.875,<1H OCEAN,1
8774,8774,-118.35,33.8,19.0,6224.0,1105.0,3152.0,1076.0,5.9541,<1H OCEAN,1
8775,8775,-118.31,33.8,29.0,2795.0,572.0,1469.0,557.0,3.7167,<1H OCEAN,1
8776,8776,-118.32,33.8,29.0,3254.0,717.0,1593.0,680.0,4.0536,<1H OCEAN,1
8777,8777,-118.31,33.79,35.0,2290.0,563.0,1374.0,530.0,3.2472,<1H OCEAN,1
8778,8778,-118.31,33.8,31.0,4464.0,991.0,2420.0,947.0,4.0425,<1H OCEAN,1
8779,8779,-118.32,33.8,39.0,1415.0,298.0,729.0,278.0,3.1648,<1H OCEAN,1
8780,8780,-118.32,33.79,35.0,2924.0,658.0,1675.0,602.0,3.8287,<1H OCEAN,1
8781,8781,-118.32,33.79,32.0,2381.0,467.0,1264.0,488.0,4.1477,<1H OCEAN,1
8782,8782,-118.32,33.8,29.0,4317.0,1037.0,2102.0,959.0,3.1275,<1H OCEAN,1
8783,8783,-118.31,33.79,38.0,1601.0,352.0,711.0,304.0,3.3958,<1H OCEAN,1
8784,8784,-118.31,33.78,30.0,4573.0,819.0,2411.0,819.0,3.5804,<1H OCEAN,1
8785,8785,-118.32,33.79,21.0,6638.0,1634.0,3240.0,1568.0,3.6797,<1H OCEAN,1
8786,8786,-118.34,33.78,25.0,11016.0,1626.0,4168.0,1584.0,8.1782,NEAR OCEAN,1
8787,8787,-118.36,33.79,34.0,5166.0,704.0,2071.0,668.0,8.3609,NEAR OCEAN,1
8788,8788,-118.37,33.79,36.0,1596.0,234.0,654.0,223.0,8.2064,NEAR OCEAN,1
8789,8789,-118.36,33.8,38.0,2553.0,400.0,1042.0,393.0,6.9742,NEAR OCEAN,1
8790,8790,-118.36,33.8,34.0,2629.0,369.0,966.0,375.0,10.1241,NEAR OCEAN,1
8791,8791,-118.38,33.8,36.0,4421.0,702.0,1433.0,624.0,8.0838,NEAR OCEAN,1
8792,8792,-118.45,33.8,31.0,4803.0,575.0,1490.0,577.0,11.9993,NEAR OCEAN,1
8793,8793,-118.39,33.79,30.0,4402.0,563.0,1582.0,551.0,10.898,NEAR OCEAN,1
